gyrate (nm),Systems
2.34025,Wild
2.33748,Wild
2.33752,Wild
2.32361,Wild
2.33956,Wild
2.3335,Wild
2.32926,Wild
2.33768,Wild
2.33525,Wild
2.33531,Wild
2.33717,Wild
2.34002,Wild
2.329,Wild
2.33978,Wild
2.31984,Wild
2.33708,Wild
2.32789,Wild
2.32896,Wild
2.32115,Wild
2.34641,Wild
2.33901,Wild
2.35026,Wild
2.31692,Wild
2.33384,Wild
2.32091,Wild
2.33271,Wild
2.3329,Wild
2.33886,Wild
2.33969,Wild
2.34693,Wild
2.33745,Wild
2.34471,Wild
2.34877,Wild
2.34282,Wild
2.35797,Wild
2.34506,Wild
2.34935,Wild
2.34375,Wild
2.33731,Wild
2.34532,Wild
2.33417,Wild
2.33774,Wild
2.33569,Wild
2.33043,Wild
2.33411,Wild
2.32235,Wild
2.33428,Wild
2.34897,Wild
2.3429,Wild
2.34412,Wild
2.33542,Wild
2.33585,Wild
2.33824,Wild
2.35241,Wild
2.35508,Wild
2.34866,Wild
2.34621,Wild
2.35303,Wild
2.35554,Wild
2.35512,Wild
2.36832,Wild
2.37373,Wild
2.38124,Wild
2.36455,Wild
2.34833,Wild
2.34186,Wild
2.35829,Wild
2.3423,Wild
2.34787,Wild
2.33722,Wild
2.32082,Wild
2.33224,Wild
2.33913,Wild
2.34342,Wild
2.34497,Wild
2.34875,Wild
2.35274,Wild
2.33942,Wild
2.33198,Wild
2.34345,Wild
2.33789,Wild
2.33159,Wild
2.33758,Wild
2.36362,Wild
2.35293,Wild
2.34837,Wild
2.34758,Wild
2.35906,Wild
2.36298,Wild
2.34233,Wild
2.33958,Wild
2.34294,Wild
2.33806,Wild
2.33496,Wild
2.33506,Wild
2.34952,Wild
2.33397,Wild
2.34311,Wild
2.33728,Wild
2.33556,Wild
2.34228,Wild
2.34173,Wild
2.33649,Wild
2.3319,Wild
2.35493,Wild
2.34653,Wild
2.34074,Wild
2.34341,Wild
2.33771,Wild
2.34078,Wild
2.34691,Wild
2.35869,Wild
2.35927,Wild
2.35992,Wild
2.3491,Wild
2.3502,Wild
2.36326,Wild
2.33687,Wild
2.3364,Wild
2.34735,Wild
2.34603,Wild
2.36431,Wild
2.3548,Wild
2.35649,Wild
2.3431,Wild
2.35819,Wild
2.35297,Wild
2.34654,Wild
2.33621,Wild
2.3434,Wild
2.34088,Wild
2.33331,Wild
2.32407,Wild
2.34435,Wild
2.33065,Wild
2.33909,Wild
2.36137,Wild
2.3587,Wild
2.34638,Wild
2.349,Wild
2.35275,Wild
2.34213,Wild
2.32599,Wild
2.32949,Wild
2.33122,Wild
2.34598,Wild
2.35044,Wild
2.35183,Wild
2.33784,Wild
2.32516,Wild
2.33275,Wild
2.32835,Wild
2.33143,Wild
2.34697,Wild
2.34233,Wild
2.344,Wild
2.34384,Wild
2.34456,Wild
2.33942,Wild
2.3257,Wild
2.32555,Wild
2.34753,Wild
2.34967,Wild
2.36181,Wild
2.34258,Wild
2.34586,Wild
2.34457,Wild
2.35322,Wild
2.34646,Wild
2.35104,Wild
2.34645,Wild
2.35441,Wild
2.3399,Wild
2.34885,Wild
2.32894,Wild
2.3327,Wild
2.35472,Wild
2.33806,Wild
2.31992,Wild
2.32053,Wild
2.33171,Wild
2.30943,Wild
2.31016,Wild
2.31315,Wild
2.32705,Wild
2.31327,Wild
2.32335,Wild
2.33593,Wild
2.33908,Wild
2.34632,Wild
2.3371,Wild
2.35135,Wild
2.33673,Wild
2.32923,Wild
2.33275,Wild
2.35871,Wild
2.33291,Wild
2.33626,Wild
2.34087,Wild
2.33813,Wild
2.35079,Wild
2.33818,Wild
2.33391,Wild
2.321,Wild
2.3241,Wild
2.32159,Wild
2.32893,Wild
2.3288,Wild
2.32512,Wild
2.31548,Wild
2.32873,Wild
2.31578,Wild
2.31748,Wild
2.31697,Wild
2.33959,Wild
2.33445,Wild
2.34276,Wild
2.35798,Wild
2.33347,Wild
2.33674,Wild
2.32672,Wild
2.32723,Wild
2.33033,Wild
2.33119,Wild
2.31172,Wild
2.32668,Wild
2.31901,Wild
2.30797,Wild
2.33732,Wild
2.33089,Wild
2.33998,Wild
2.32811,Wild
2.31548,Wild
2.32499,Wild
2.3246,Wild
2.32664,Wild
2.32578,Wild
2.31006,Wild
2.31358,Wild
2.30479,Wild
2.33133,Wild
2.32922,Wild
2.34818,Wild
2.32698,Wild
2.33126,Wild
2.33184,Wild
2.32791,Wild
2.33856,Wild
2.32031,Wild
2.31995,Wild
2.33081,Wild
2.32552,Wild
2.31225,Wild
2.33447,Wild
2.33786,Wild
2.34333,Wild
2.33767,Wild
2.33215,Wild
2.3264,Wild
2.33117,Wild
2.34272,Wild
2.32359,Wild
2.32989,Wild
2.34646,Wild
2.33943,Wild
2.32045,Wild
2.31283,Wild
2.32368,Wild
2.33104,Wild
2.33517,Wild
2.35091,Wild
2.33424,Wild
2.34242,Wild
2.34992,Wild
2.34705,Wild
2.35184,Wild
2.36109,Wild
2.3462,Wild
2.3477,Wild
2.34751,Wild
2.34078,Wild
2.34675,Wild
2.33715,Wild
2.33015,Wild
2.33448,Wild
2.34418,Wild
2.34861,Wild
2.35076,Wild
2.35346,Wild
2.33953,Wild
2.33918,Wild
2.33074,Wild
2.32302,Wild
2.3493,Wild
2.35318,Wild
2.34331,Wild
2.34481,Wild
2.34223,Wild
2.34372,Wild
2.34833,Wild
2.34653,Wild
2.31968,Wild
2.33374,Wild
2.34127,Wild
2.33791,Wild
2.37041,Wild
2.37016,Wild
2.34586,Wild
2.34858,Wild
2.32909,Wild
2.34526,Wild
2.34872,Wild
2.35067,Wild
2.33041,Wild
2.34182,Wild
2.33898,Wild
2.32402,Wild
2.32153,Wild
2.32029,Wild
2.31071,Wild
2.31826,Wild
2.325,Wild
2.32364,Wild
2.3222,Wild
2.34091,Wild
2.34543,Wild
2.33563,Wild
2.32722,Wild
2.32705,Wild
2.33387,Wild
2.32612,Wild
2.31074,Wild
2.33694,Wild
2.33489,Wild
2.32505,Wild
2.31923,Wild
2.3251,Wild
2.299,Wild
2.31726,Wild
2.32402,Wild
2.33961,Wild
2.33581,Wild
2.32657,Wild
2.34026,Wild
2.33519,Wild
2.35186,Wild
2.35353,Wild
2.33906,Wild
2.33401,Wild
2.31981,Wild
2.3214,Wild
2.31907,Wild
2.32238,Wild
2.33225,Wild
2.33065,Wild
2.3258,Wild
2.33017,Wild
2.32806,Wild
2.33033,Wild
2.32946,Wild
2.31855,Wild
2.31507,Wild
2.3293,Wild
2.33119,Wild
2.33072,Wild
2.33281,Wild
2.33475,Wild
2.33155,Wild
2.3365,Wild
2.35879,Wild
2.33747,Wild
2.3399,Wild
2.32861,Wild
2.33978,Wild
2.32665,Wild
2.33486,Wild
2.32353,Wild
2.31167,Wild
2.31412,Wild
2.31685,Wild
2.32524,Wild
2.32466,Wild
2.31837,Wild
2.32482,Wild
2.32737,Wild
2.33269,Wild
2.3342,Wild
2.33205,Wild
2.32681,Wild
2.32547,Wild
2.3507,Wild
2.35217,Wild
2.34098,Wild
2.33443,Wild
2.35404,Wild
2.34194,Wild
2.33893,Wild
2.33962,Wild
2.32307,Wild
2.33163,Wild
2.34505,Wild
2.33059,Wild
2.33394,Wild
2.33133,Wild
2.33328,Wild
2.31964,Wild
2.33523,Wild
2.33408,Wild
2.34069,Wild
2.32691,Wild
2.32677,Wild
2.3284,Wild
2.33244,Wild
2.33318,Wild
2.32136,Wild
2.33394,Wild
2.34297,Wild
2.34409,Wild
2.33818,Wild
2.33117,Wild
2.31612,Wild
2.31703,Wild
2.31726,Wild
2.31455,Wild
2.32206,Wild
2.32893,Wild
2.31547,Wild
2.3355,Wild
2.32567,Wild
2.33237,Wild
2.32955,Wild
2.31575,Wild
2.3121,Wild
2.32923,Wild
2.32785,Wild
2.32898,Wild
2.33398,Wild
2.32545,Wild
2.31595,Wild
2.32747,Wild
2.33258,Wild
2.3316,Wild
2.33799,Wild
2.34284,Wild
2.3377,Wild
2.35099,Wild
2.33213,Wild
2.34205,Wild
2.33834,Wild
2.32531,Wild
2.33415,Wild
2.32416,Wild
2.33294,Wild
2.33129,Wild
2.32443,Wild
2.30817,Wild
2.31148,Wild
2.30174,Wild
2.30603,Wild
2.31357,Wild
2.2927,Wild
2.29755,Wild
2.31006,Wild
2.31641,Wild
2.30533,Wild
2.3189,Wild
2.3124,Wild
2.3083,Wild
2.31384,Wild
2.31595,Wild
2.31936,Wild
2.31089,Wild
2.29575,Wild
2.30475,Wild
2.31069,Wild
2.31011,Wild
2.28142,Wild
2.2912,Wild
2.29028,Wild
2.30465,Wild
2.29938,Wild
2.30308,Wild
2.30758,Wild
2.31028,Wild
2.31177,Wild
2.32742,Wild
2.30253,Wild
2.2996,Wild
2.29633,Wild
2.30907,Wild
2.31061,Wild
2.29396,Wild
2.3247,Wild
2.33428,Wild
2.34407,Wild
2.34101,Wild
2.34937,Wild
2.34527,Wild
2.33315,Wild
2.35266,Wild
2.33976,Wild
2.34737,Wild
2.36079,Wild
2.34472,Wild
2.33282,Wild
2.3293,Wild
2.32795,Wild
2.32428,Wild
2.33183,Wild
2.32486,Wild
2.32761,Wild
2.32525,Wild
2.32314,Wild
2.31356,Wild
2.31635,Wild
2.31101,Wild
2.31211,Wild
2.31819,Wild
2.3212,Wild
2.32672,Wild
2.31585,Wild
2.32361,Wild
2.31006,Wild
2.3211,Wild
2.32954,Wild
2.31402,Wild
2.32383,Wild
2.3207,Wild
2.32727,Wild
2.33391,Wild
2.34157,Wild
2.36306,Wild
2.34112,Wild
2.34534,Wild
2.35885,Wild
2.36016,Wild
2.35746,Wild
2.34487,Wild
2.35017,Wild
2.31115,Wild
2.32381,Wild
2.32481,Wild
2.31374,Wild
2.31546,Wild
2.32856,Wild
2.33266,Wild
2.33678,Wild
2.31876,Wild
2.32437,Wild
2.3391,Wild
2.32765,Wild
2.31463,Wild
2.31494,Wild
2.30847,Wild
2.30757,Wild
2.30373,Wild
2.33681,Wild
2.31452,Wild
2.31694,Wild
2.30047,Wild
2.3031,Wild
2.31672,Wild
2.32444,Wild
2.30896,Wild
2.3046,Wild
2.30448,Wild
2.30696,Wild
2.32388,Wild
2.30462,Wild
2.31256,Wild
2.3031,Wild
2.31161,Wild
2.31972,Wild
2.33525,Wild
2.32914,Wild
2.32824,Wild
2.32784,Wild
2.32452,Wild
2.32301,Wild
2.30708,Wild
2.30363,Wild
2.32344,Wild
2.3141,Wild
2.31673,Wild
2.30781,Wild
2.29894,Wild
2.30001,Wild
2.30931,Wild
2.30757,Wild
2.29996,Wild
2.30709,Wild
2.31127,Wild
2.34156,Wild
2.33333,Wild
2.34068,Wild
2.32713,Wild
2.32301,Wild
2.31907,Wild
2.33226,Wild
2.33737,Wild
2.34019,Wild
2.34774,Wild
2.3113,Wild
2.313,Wild
2.32904,Wild
2.32349,Wild
2.33619,Wild
2.33808,Wild
2.32112,Wild
2.32026,Wild
2.32812,Wild
2.30796,Wild
2.30737,Wild
2.305,Wild
2.31652,Wild
2.31851,Wild
2.32547,Wild
2.32702,Wild
2.34053,Wild
2.33848,Wild
2.32727,Wild
2.33853,Wild
2.32907,Wild
2.32561,Wild
2.30829,Wild
2.30501,Wild
2.31646,Wild
2.31387,Wild
2.31409,Wild
2.31244,Wild
2.30801,Wild
2.3034,Wild
2.30783,Wild
2.30167,Wild
2.29718,Wild
2.29912,Wild
2.30248,Wild
2.29114,Wild
2.30111,Wild
2.30411,Wild
2.30705,Wild
2.29512,Wild
2.29549,Wild
2.29756,Wild
2.30114,Wild
2.30427,Wild
2.30887,Wild
2.31421,Wild
2.31121,Wild
2.30456,Wild
2.30602,Wild
2.29586,Wild
2.2921,Wild
2.30053,Wild
2.2979,Wild
2.29371,Wild
2.2982,Wild
2.3025,Wild
2.30369,Wild
2.30212,Wild
2.29829,Wild
2.29181,Wild
2.31088,Wild
2.30509,Wild
2.30232,Wild
2.31388,Wild
2.31234,Wild
2.30531,Wild
2.29306,Wild
2.29505,Wild
2.28556,Wild
2.3009,Wild
2.28623,Wild
2.29429,Wild
2.28656,Wild
2.27781,Wild
2.27626,Wild
2.28721,Wild
2.28706,Wild
2.29963,Wild
2.30655,Wild
2.29321,Wild
2.29163,Wild
2.29594,Wild
2.30331,Wild
2.30398,Wild
2.29993,Wild
2.30979,Wild
2.28893,Wild
2.29271,Wild
2.30032,Wild
2.29762,Wild
2.29093,Wild
2.29895,Wild
2.29723,Wild
2.30839,Wild
2.31763,Wild
2.30812,Wild
2.31335,Wild
2.30337,Wild
2.30095,Wild
2.29752,Wild
2.29122,Wild
2.30242,Wild
2.30112,Wild
2.30576,Wild
2.29054,Wild
2.28558,Wild
2.30226,Wild
2.29688,Wild
2.31128,Wild
2.30405,Wild
2.30798,Wild
2.31264,Wild
2.30643,Wild
2.30076,Wild
2.30991,Wild
2.30633,Wild
2.29661,Wild
2.2757,Wild
2.29687,Wild
2.30908,Wild
2.29433,Wild
2.28702,Wild
2.30542,Wild
2.30281,Wild
2.31203,Wild
2.3072,Wild
2.31172,Wild
2.31604,Wild
2.31052,Wild
2.29769,Wild
2.30041,Wild
2.29913,Wild
2.29977,Wild
2.30942,Wild
2.31279,Wild
2.32743,Wild
2.31908,Wild
2.3042,Wild
2.31418,Wild
2.32461,Wild
2.30506,Wild
2.30307,Wild
2.32068,Wild
2.33873,Wild
2.31295,Wild
2.31563,Wild
2.31472,Wild
2.31985,Wild
2.31283,Wild
2.31348,Wild
2.311,Wild
2.31386,Wild
2.32253,Wild
2.3255,Wild
2.3049,Wild
2.30319,Wild
2.3051,Wild
2.31849,Wild
2.31632,Wild
2.32094,Wild
2.31582,Wild
2.31511,Wild
2.30521,Wild
2.3023,Wild
2.30868,Wild
2.31005,Wild
2.31177,Wild
2.30414,Wild
2.2968,Wild
2.30732,Wild
2.30847,Wild
2.31019,Wild
2.31084,Wild
2.29774,Wild
2.30647,Wild
2.3074,Wild
2.32,Wild
2.32116,Wild
2.32163,Wild
2.32633,Wild
2.31914,Wild
2.31555,Wild
2.31928,Wild
2.31059,Wild
2.31382,Wild
2.29498,Wild
2.30139,Wild
2.31888,Wild
2.31194,Wild
2.3087,Wild
2.31164,Wild
2.30234,Wild
2.31172,Wild
2.3279,Wild
2.31988,Wild
2.32073,Wild
2.31752,Wild
2.3057,Wild
2.31275,Wild
2.30628,Wild
2.30669,Wild
2.31174,Wild
2.31437,Wild
2.31249,Wild
2.30886,Wild
2.29658,Wild
2.30888,Wild
2.30297,Wild
2.29312,Wild
2.31315,Wild
2.30541,Wild
2.32027,Wild
2.30575,Wild
2.29903,Wild
2.3189,Wild
2.32372,Wild
2.30734,Wild
2.32747,Wild
2.3032,Wild
2.3007,Wild
2.292,Wild
2.3104,Wild
2.30813,Wild
2.30609,Wild
2.30966,Wild
2.29233,Wild
2.30162,Wild
2.31791,Wild
2.3207,Wild
2.31915,Wild
2.30251,Wild
2.30931,Wild
2.32166,Wild
2.32237,Wild
2.31321,Wild
2.31101,Wild
2.3313,Wild
2.31955,Wild
2.32405,Wild
2.33214,Wild
2.3284,Wild
2.335,Wild
2.32288,Wild
2.33298,Wild
2.343,Wild
2.31699,Wild
2.32038,Wild
2.31331,Wild
2.31904,Wild
2.32548,Wild
2.32087,Wild
2.31328,Wild
2.31168,Wild
2.32161,Wild
2.30827,Wild
2.31331,Wild
2.32262,Wild
2.33057,Wild
2.33059,Wild
2.32404,Wild
2.31748,Wild
2.33341,Wild
2.32269,Wild
2.32144,Wild
2.32457,Wild
2.32702,Wild
2.32641,Wild
2.3247,Wild
2.33733,Wild
2.32609,Wild
2.33356,Wild
2.32233,Wild
2.32625,Wild
2.33475,Wild
2.32817,Wild
2.32477,Wild
2.32266,Wild
2.31851,Wild
2.30928,Wild
2.31762,Wild
2.33353,Wild
2.32775,Wild
2.32603,Wild
2.33091,Wild
2.32163,Wild
2.33073,Wild
2.32876,Wild
2.32329,Wild
2.31663,Wild
2.32742,Wild
2.33797,Wild
2.32013,Wild
2.32777,Wild
2.34278,Wild
2.33511,Wild
2.32286,Wild
2.33513,Wild
2.32842,Wild
2.32845,Wild
2.34259,Wild
2.3336,Wild
2.34218,Wild
2.33631,Wild
2.34048,Wild
2.33192,Wild
2.32991,Wild
2.32588,Wild
2.32998,Wild
2.3263,Wild
2.31189,Wild
2.32367,Wild
2.31701,Wild
2.30511,Wild
2.31988,Wild
2.31921,Wild
2.31521,Wild
2.31052,Wild
2.32111,Wild
2.31115,Wild
2.30931,Wild
2.30393,Wild
2.30019,Wild
2.31233,Wild
2.3105,Wild
2.31067,Wild
2.31526,Wild
2.33265,Wild
2.32409,Wild
2.33162,Wild
2.32653,Wild
2.34855,Wild
2.3296,Wild
2.32379,Wild
2.31631,Wild
2.32416,Wild
2.32459,Wild
2.32357,Wild
2.32932,Wild
2.32925,Wild
2.33992,Wild
2.33627,Wild
2.33511,Wild
2.32182,Wild
2.32253,Wild
2.33001,Wild
2.34355,Wild
2.34592,Wild
2.3457,Wild
2.3279,Wild
2.32352,Wild
2.34195,Wild
2.34533,Wild
2.33426,Wild
2.33383,Wild
2.33765,Wild
2.33412,Wild
2.33357,Wild
2.32401,Wild
2.33834,Wild
2.3567,Wild
2.33796,Wild
2.33289,Wild
2.34159,Wild
2.35123,Wild
2.34476,Wild
2.33725,Wild
2.34193,Wild
2.33086,Wild
2.34017,Wild
2.31768,Wild
2.32751,Wild
2.31311,Wild
2.31125,Wild
2.32926,Wild
2.31575,Wild
2.3194,Wild
2.32217,Wild
2.33258,Wild
2.33552,Wild
2.34762,Wild
2.33989,Wild
2.33768,Wild
2.3495,Wild
2.34748,Wild
2.35621,Wild
2.3427,Wild
2.33608,Wild
2.3292,Wild
2.33786,Wild
2.33828,Wild
2.3407,Wild
2.34617,Wild
2.344,Wild
2.33109,Wild
2.33698,Wild
2.35179,Wild
2.33705,Wild
2.31696,Wild
2.32283,Wild
2.3307,Wild
2.32198,Wild
2.32389,Wild
2.31646,Wild
2.31616,Wild
2.33707,Wild
2.33068,Wild
2.34037,Wild
2.33555,Wild
2.3334,Wild
2.34014,Wild
2.355,Wild
2.33324,Wild
2.35257,Wild
2.33099,Wild
2.34028,Wild
2.33544,Wild
2.33857,Wild
2.34211,Wild
2.33628,Wild
2.34749,Wild
2.34705,Wild
2.35598,Wild
2.33915,Wild
2.34727,Wild
2.3449,Wild
2.3519,Wild
2.35169,Wild
2.33599,Wild
2.34868,Wild
2.35187,Wild
2.33952,Wild
2.34331,Wild
2.34603,Wild
2.33566,Wild
2.33614,Wild
2.34304,Wild
2.35304,Wild
2.35321,Wild
2.34424,Wild
2.33841,Wild
2.34497,Wild
2.35051,Wild
2.35314,Wild
2.34229,Wild
2.35086,Wild
2.33544,Wild
2.33373,Wild
2.33259,Wild
2.33846,Wild
2.33292,Wild
2.33381,Wild
2.32815,Wild
2.33874,Wild
2.3339,Wild
2.33528,Wild
2.33018,Wild
2.31881,Wild
2.32478,Wild
2.31897,Wild
2.32932,Wild
2.32748,Wild
2.3294,Wild
2.34435,Wild
2.33722,Wild
2.32702,Wild
2.3315,Wild
2.33181,Wild
2.34161,Wild
2.33059,Wild
2.34052,Wild
2.3293,Wild
2.32849,Wild
2.33263,Wild
2.33478,Wild
2.32239,Wild
2.3445,Wild
2.34307,Wild
2.33279,Wild
2.33327,Wild
2.32772,Wild
2.3216,Wild
2.31937,Wild
2.32981,Wild
2.33078,Wild
2.34466,Wild
2.3383,Wild
2.33921,Wild
2.34624,Wild
2.36166,Wild
2.33602,Wild
2.33114,Wild
2.33721,Wild
2.3254,Wild
2.32796,Wild
2.33085,Wild
2.3422,Wild
2.33473,Wild
2.32992,Wild
2.32702,Wild
2.31701,Wild
2.322,Wild
2.30124,Wild
2.32383,Wild
2.31996,Wild
2.32299,Wild
2.33439,Wild
2.33875,Wild
2.3574,Wild
2.34592,Wild
2.35999,Wild
2.37331,Wild
2.37073,Wild
2.3596,Wild
2.37343,Wild
2.35027,Wild
2.34172,Wild
2.32917,Wild
2.33441,Wild
2.31967,Wild
2.32237,Wild
2.31086,Wild
2.31229,Wild
2.31445,Wild
2.31766,Wild
2.33085,Wild
2.31687,Wild
2.32308,Wild
2.32947,Wild
2.31866,Wild
2.33752,Wild
2.31708,Wild
2.35084,Wild
2.33746,Wild
2.33185,Wild
2.32113,Wild
2.33189,Wild
2.33433,Wild
2.32477,Wild
2.34038,Wild
2.33692,Wild
2.32825,Wild
2.34719,Wild
2.34156,Wild
2.36153,Wild
2.344,Wild
2.32631,Wild
2.33245,Wild
2.33996,Wild
2.35794,Wild
2.3499,Wild
2.34513,Wild
2.34653,Wild
2.35226,Wild
2.34259,Wild
2.34207,Wild
2.31774,Wild
2.33034,Wild
2.32224,Wild
2.34351,Wild
2.3362,Wild
2.33696,Wild
2.31401,Wild
2.31699,Wild
2.32384,Wild
2.32762,Wild
2.32461,Wild
2.32158,Wild
2.32868,Wild
2.33315,Wild
2.32991,Wild
2.32414,Wild
2.32631,Wild
2.32992,Wild
2.334,Wild
2.33215,Wild
2.33458,Wild
2.32395,Wild
2.32717,Wild
2.33888,Wild
2.34427,Wild
2.3302,Wild
2.30335,Wild
2.31972,Wild
2.34871,Wild
2.35387,Wild
2.34401,Wild
2.34086,Wild
2.33507,Wild
2.33082,Wild
2.34218,Wild
2.33724,Wild
2.3238,Wild
2.33416,Wild
2.33958,Wild
2.3272,Wild
2.32601,Wild
2.33708,Wild
2.33463,Wild
2.34173,Wild
2.32359,Wild
2.3365,Wild
2.33164,Wild
2.32605,Wild
2.33689,Wild
2.35005,Wild
2.34526,Wild
2.35986,Wild
2.34858,Wild
2.34519,Wild
2.36766,Wild
2.35897,Wild
2.35538,Wild
2.35712,Wild
2.34712,Wild
2.34624,Wild
2.33984,Wild
2.34925,Wild
2.34989,Wild
2.34918,Wild
2.34449,Wild
2.33897,Wild
2.33402,Wild
2.33928,Wild
2.33296,Wild
2.33287,Wild
2.33103,Wild
2.33792,Wild
2.35174,Wild
2.33072,Wild
2.33399,Wild
2.324,Wild
2.33832,Wild
2.3572,Wild
2.34106,Wild
2.35426,Wild
2.35549,Wild
2.35743,Wild
2.32995,Wild
2.34275,Wild
2.33781,Wild
2.35436,Wild
2.3486,Wild
2.34553,Wild
2.36412,Wild
2.36545,Wild
2.36495,Wild
2.35938,Wild
2.34061,Wild
2.36447,Wild
2.35336,Wild
2.35226,Wild
2.37035,Wild
2.36998,Wild
2.36013,Wild
2.34714,Wild
2.36937,Wild
2.35505,Wild
2.34531,Wild
2.34978,Wild
2.34523,Wild
2.34702,Wild
2.34438,Wild
2.34213,Wild
2.3316,Wild
2.35132,Wild
2.34508,Wild
2.31507,Wild
2.31687,Wild
2.31642,Wild
2.31099,Wild
2.30549,Wild
2.2944,Wild
2.30261,Wild
2.31604,Wild
2.3295,Wild
2.32146,Wild
2.32282,Wild
2.32404,Wild
2.33259,Wild
2.32548,Wild
2.32277,Wild
2.31532,Wild
2.31201,Wild
2.31137,Wild
2.31517,Wild
2.33087,Wild
2.32376,Wild
2.3333,Wild
2.33954,Wild
2.33171,Wild
2.33522,Wild
2.33107,Wild
2.3214,Wild
2.32197,Wild
2.33782,Wild
2.32849,Wild
2.33226,Wild
2.33741,Wild
2.33088,Wild
2.32744,Wild
2.32565,Wild
2.3291,Wild
2.33028,Wild
2.33237,Wild
2.326,Wild
2.32757,Wild
2.33811,Wild
2.33664,Wild
2.32765,Wild
2.33681,Wild
2.33405,Wild
2.35237,Wild
2.33818,Wild
2.34087,Wild
2.3462,Wild
2.34303,Wild
2.32947,Wild
2.33108,Wild
2.3384,Wild
2.33315,Wild
2.34367,Wild
2.34657,Wild
2.36752,Wild
2.36499,Wild
2.36019,Wild
2.36683,Wild
2.35029,Wild
2.35358,Wild
2.34263,Wild
2.35783,Wild
2.34602,Wild
2.34887,Wild
2.33441,Wild
2.3426,Wild
2.3301,Wild
2.32865,Wild
2.336,Wild
2.33116,Wild
2.33311,Wild
2.32943,Wild
2.31941,Wild
2.32468,Wild
2.33268,Wild
2.33527,Wild
2.33473,Wild
2.33027,Wild
2.32526,Wild
2.32484,Wild
2.34755,Wild
2.35161,Wild
2.32944,Wild
2.32707,Wild
2.32568,Wild
2.31694,Wild
2.33,Wild
2.33208,Wild
2.3425,Wild
2.32478,Wild
2.33422,Wild
2.3355,Wild
2.32826,Wild
2.31179,Wild
2.31526,Wild
2.32393,Wild
2.31364,Wild
2.31382,Wild
2.3238,Wild
2.32517,Wild
2.32856,Wild
2.31904,Wild
2.31779,Wild
2.32099,Wild
2.33843,Wild
2.32139,Wild
2.30761,Wild
2.31295,Wild
2.33584,Wild
2.32218,Wild
2.31962,Wild
2.33403,Wild
2.33137,Wild
2.33399,Wild
2.35097,Wild
2.34655,Wild
2.35421,Wild
2.34675,Wild
2.34952,Wild
2.3499,Wild
2.33753,Wild
2.3451,Wild
2.33996,Wild
2.34814,Wild
2.32777,Wild
2.34258,Wild
2.33507,Wild
2.33173,Wild
2.33693,Wild
2.32445,Wild
2.32772,Wild
2.32908,Wild
2.33962,Wild
2.35383,Wild
2.34261,Wild
2.33148,Wild
2.33036,Wild
2.34572,Wild
2.33453,Wild
2.34325,Wild
2.33931,Wild
2.35359,Wild
2.33265,Wild
2.34333,Wild
2.33238,Wild
2.34103,Wild
2.33949,Wild
2.32477,Wild
2.33495,Wild
2.33096,Wild
2.33203,Wild
2.33771,Wild
2.33427,Wild
2.34681,Wild
2.34491,Wild
2.35139,Wild
2.34842,Wild
2.33119,Wild
2.34623,Wild
2.33941,Wild
2.33066,Wild
2.35698,Wild
2.33348,Wild
2.3218,Wild
2.31152,Wild
2.32337,Wild
2.31898,Wild
2.3145,Wild
2.31854,Wild
2.31817,Wild
2.31982,Wild
2.32307,Wild
2.31452,Wild
2.32341,Wild
2.32729,Wild
2.34544,Wild
2.33084,Wild
2.33452,Wild
2.33302,Wild
2.32652,Wild
2.34234,Wild
2.34878,Wild
2.34874,Wild
2.33557,Wild
2.34913,Wild
2.35396,Wild
2.3803,Wild
2.37222,Wild
2.36478,Wild
2.34894,Wild
2.35951,Wild
2.37379,Wild
2.36443,Wild
2.36516,Wild
2.35503,Wild
2.37184,Wild
2.35859,Wild
2.35339,Wild
2.35831,Wild
2.34917,Wild
2.36457,Wild
2.35498,Wild
2.35205,Wild
2.36822,Wild
2.35892,Wild
2.35984,Wild
2.35179,Wild
2.36088,Wild
2.34953,Wild
2.35863,Wild
2.34376,Wild
2.35013,Wild
2.35663,Wild
2.34105,Wild
2.34759,Wild
2.33555,Wild
2.35132,Wild
2.34129,Wild
2.32567,Wild
2.33454,Wild
2.33496,Wild
2.33542,Wild
2.34612,Wild
2.3362,Wild
2.35347,Wild
2.36759,Wild
2.36215,Wild
2.36066,Wild
2.36251,Wild
2.34612,Wild
2.34962,Wild
2.34801,Wild
2.36457,Wild
2.33896,Wild
2.34101,Wild
2.32579,Wild
2.32102,Wild
2.3198,Wild
2.3356,Wild
2.34141,Wild
2.34827,Wild
2.33352,Wild
2.33341,Wild
2.34111,Wild
2.3332,Wild
2.34159,Wild
2.3491,Wild
2.35374,Wild
2.34393,Wild
2.33916,Wild
2.3295,Wild
2.34927,Wild
2.36141,Wild
2.34302,Wild
2.3457,Wild
2.34142,Wild
2.34207,Wild
2.34844,Wild
2.34259,Wild
2.32785,Wild
2.34131,Wild
2.34106,Wild
2.36489,Wild
2.35925,Wild
2.35871,Wild
2.35231,Wild
2.35868,Wild
2.35202,Wild
2.36079,Wild
2.34013,Wild
2.35482,Wild
2.34948,Wild
2.34917,Wild
2.34285,Wild
2.34163,Wild
2.3514,Wild
2.36369,Wild
2.3564,Wild
2.36325,Wild
2.35031,Wild
2.33909,Wild
2.34533,Wild
2.34438,Wild
2.35056,Wild
2.34353,Wild
2.34177,Wild
