gyrate (nm),Systems
2.32334,A557S
2.33509,A557S
2.32565,A557S
2.31992,A557S
2.31865,A557S
2.32338,A557S
2.32621,A557S
2.31142,A557S
2.31056,A557S
2.3136,A557S
2.31369,A557S
2.33106,A557S
2.30894,A557S
2.31086,A557S
2.30902,A557S
2.30303,A557S
2.30917,A557S
2.30549,A557S
2.31035,A557S
2.30769,A557S
2.31545,A557S
2.30445,A557S
2.29821,A557S
2.29906,A557S
2.29762,A557S
2.28742,A557S
2.28712,A557S
2.29405,A557S
2.29893,A557S
2.28968,A557S
2.28794,A557S
2.28804,A557S
2.27673,A557S
2.29221,A557S
2.29321,A557S
2.29995,A557S
2.30288,A557S
2.29638,A557S
2.30794,A557S
2.29698,A557S
2.29914,A557S
2.28735,A557S
2.29289,A557S
2.29514,A557S
2.30042,A557S
2.3077,A557S
2.3169,A557S
2.30409,A557S
2.31199,A557S
2.32453,A557S
2.31085,A557S
2.30191,A557S
2.2772,A557S
2.29182,A557S
2.30896,A557S
2.29692,A557S
2.28943,A557S
2.27407,A557S
2.28615,A557S
2.29736,A557S
2.29496,A557S
2.28885,A557S
2.29772,A557S
2.28212,A557S
2.29442,A557S
2.30319,A557S
2.28166,A557S
2.28541,A557S
2.29096,A557S
2.29981,A557S
2.29975,A557S
2.28686,A557S
2.29785,A557S
2.29814,A557S
2.28074,A557S
2.28802,A557S
2.28158,A557S
2.29607,A557S
2.26583,A557S
2.26381,A557S
2.26366,A557S
2.28487,A557S
2.27651,A557S
2.28513,A557S
2.28347,A557S
2.2841,A557S
2.29925,A557S
2.27545,A557S
2.2795,A557S
2.29077,A557S
2.30384,A557S
2.30205,A557S
2.31617,A557S
2.30508,A557S
2.3012,A557S
2.29552,A557S
2.28146,A557S
2.27301,A557S
2.2751,A557S
2.26715,A557S
2.27146,A557S
2.28699,A557S
2.29431,A557S
2.2965,A557S
2.30894,A557S
2.30441,A557S
2.31254,A557S
2.31295,A557S
2.31408,A557S
2.31478,A557S
2.30987,A557S
2.31837,A557S
2.31872,A557S
2.31744,A557S
2.32385,A557S
2.32599,A557S
2.31589,A557S
2.32477,A557S
2.31445,A557S
2.31313,A557S
2.30056,A557S
2.30231,A557S
2.30446,A557S
2.30771,A557S
2.32122,A557S
2.30904,A557S
2.29902,A557S
2.30062,A557S
2.30297,A557S
2.31528,A557S
2.32235,A557S
2.31377,A557S
2.30948,A557S
2.32567,A557S
2.32815,A557S
2.34096,A557S
2.32112,A557S
2.33222,A557S
2.33108,A557S
2.31381,A557S
2.32108,A557S
2.32355,A557S
2.31796,A557S
2.32942,A557S
2.32209,A557S
2.3204,A557S
2.32094,A557S
2.3102,A557S
2.32157,A557S
2.3155,A557S
2.32443,A557S
2.32734,A557S
2.32225,A557S
2.32431,A557S
2.32424,A557S
2.32404,A557S
2.32747,A557S
2.30262,A557S
2.30465,A557S
2.3051,A557S
2.30784,A557S
2.3076,A557S
2.3057,A557S
2.30803,A557S
2.3174,A557S
2.3165,A557S
2.31087,A557S
2.31981,A557S
2.31426,A557S
2.31837,A557S
2.30674,A557S
2.31584,A557S
2.31577,A557S
2.31841,A557S
2.31388,A557S
2.31356,A557S
2.29028,A557S
2.3155,A557S
2.29972,A557S
2.30724,A557S
2.30238,A557S
2.30004,A557S
2.30361,A557S
2.28882,A557S
2.30239,A557S
2.29333,A557S
2.29644,A557S
2.28259,A557S
2.29173,A557S
2.29338,A557S
2.30304,A557S
2.30508,A557S
2.30199,A557S
2.32622,A557S
2.32138,A557S
2.3215,A557S
2.31697,A557S
2.3121,A557S
2.31576,A557S
2.31518,A557S
2.30453,A557S
2.30931,A557S
2.30048,A557S
2.30666,A557S
2.30956,A557S
2.30953,A557S
2.30446,A557S
2.29653,A557S
2.3068,A557S
2.30979,A557S
2.31805,A557S
2.32302,A557S
2.31896,A557S
2.31859,A557S
2.31969,A557S
2.31008,A557S
2.31697,A557S
2.32246,A557S
2.31366,A557S
2.31569,A557S
2.31607,A557S
2.31422,A557S
2.31506,A557S
2.31544,A557S
2.32171,A557S
2.31455,A557S
2.3361,A557S
2.31862,A557S
2.32225,A557S
2.31771,A557S
2.32361,A557S
2.32454,A557S
2.32496,A557S
2.3232,A557S
2.33835,A557S
2.32449,A557S
2.3303,A557S
2.33166,A557S
2.32696,A557S
2.35237,A557S
2.33346,A557S
2.33547,A557S
2.29813,A557S
2.29496,A557S
2.29875,A557S
2.31808,A557S
2.28496,A557S
2.29308,A557S
2.30089,A557S
2.29392,A557S
2.28832,A557S
2.28276,A557S
2.28573,A557S
2.29451,A557S
2.30019,A557S
2.3024,A557S
2.30687,A557S
2.29835,A557S
2.30279,A557S
2.33982,A557S
2.32946,A557S
2.31121,A557S
2.31686,A557S
2.31241,A557S
2.30782,A557S
2.31273,A557S
2.32225,A557S
2.32225,A557S
2.32588,A557S
2.30401,A557S
2.3019,A557S
2.30808,A557S
2.29185,A557S
2.29793,A557S
2.29721,A557S
2.28598,A557S
2.29574,A557S
2.29434,A557S
2.30431,A557S
2.31285,A557S
2.30953,A557S
2.29555,A557S
2.29823,A557S
2.29195,A557S
2.28655,A557S
2.29721,A557S
2.28944,A557S
2.27737,A557S
2.29259,A557S
2.29792,A557S
2.31501,A557S
2.31241,A557S
2.32102,A557S
2.33945,A557S
2.34318,A557S
2.32091,A557S
2.33713,A557S
2.32787,A557S
2.3354,A557S
2.32562,A557S
2.31271,A557S
2.32247,A557S
2.32634,A557S
2.32677,A557S
2.33051,A557S
2.32561,A557S
2.32471,A557S
2.32703,A557S
2.30132,A557S
2.29529,A557S
2.30114,A557S
2.31708,A557S
2.32146,A557S
2.30829,A557S
2.29763,A557S
2.29912,A557S
2.29161,A557S
2.30069,A557S
2.29298,A557S
2.31144,A557S
2.30235,A557S
2.29646,A557S
2.298,A557S
2.28008,A557S
2.30452,A557S
2.31514,A557S
2.31334,A557S
2.29692,A557S
2.28915,A557S
2.29405,A557S
2.30948,A557S
2.31423,A557S
2.30827,A557S
2.30834,A557S
2.30461,A557S
2.31192,A557S
2.30379,A557S
2.30942,A557S
2.29998,A557S
2.30715,A557S
2.31117,A557S
2.2985,A557S
2.2979,A557S
2.30446,A557S
2.31075,A557S
2.30751,A557S
2.296,A557S
2.2899,A557S
2.30881,A557S
2.32035,A557S
2.32102,A557S
2.31047,A557S
2.29411,A557S
2.3145,A557S
2.29918,A557S
2.30771,A557S
2.29902,A557S
2.30218,A557S
2.31739,A557S
2.32607,A557S
2.32074,A557S
2.31195,A557S
2.31252,A557S
2.30898,A557S
2.30268,A557S
2.31345,A557S
2.32611,A557S
2.31994,A557S
2.32484,A557S
2.30771,A557S
2.31339,A557S
2.32383,A557S
2.32914,A557S
2.31858,A557S
2.32322,A557S
2.32844,A557S
2.32478,A557S
2.34386,A557S
2.32848,A557S
2.32057,A557S
2.31539,A557S
2.31738,A557S
2.31795,A557S
2.3199,A557S
2.32325,A557S
2.33152,A557S
2.32609,A557S
2.32667,A557S
2.32733,A557S
2.30978,A557S
2.32459,A557S
2.32545,A557S
2.31545,A557S
2.31667,A557S
2.32756,A557S
2.33035,A557S
2.31696,A557S
2.31852,A557S
2.32435,A557S
2.33566,A557S
2.32976,A557S
2.3098,A557S
2.32454,A557S
2.29697,A557S
2.30202,A557S
2.29384,A557S
2.31029,A557S
2.31639,A557S
2.31203,A557S
2.30352,A557S
2.31214,A557S
2.31303,A557S
2.31555,A557S
2.30287,A557S
2.31955,A557S
2.32363,A557S
2.30986,A557S
2.30497,A557S
2.29812,A557S
2.31134,A557S
2.32611,A557S
2.30266,A557S
2.29214,A557S
2.2942,A557S
2.29895,A557S
2.29351,A557S
2.31564,A557S
2.31276,A557S
2.29908,A557S
2.31315,A557S
2.30957,A557S
2.30837,A557S
2.30724,A557S
2.31054,A557S
2.29319,A557S
2.30379,A557S
2.31152,A557S
2.31725,A557S
2.3205,A557S
2.32724,A557S
2.31484,A557S
2.31801,A557S
2.32096,A557S
2.33051,A557S
2.3189,A557S
2.33935,A557S
2.32,A557S
2.32794,A557S
2.32104,A557S
2.31117,A557S
2.30939,A557S
2.31905,A557S
2.32712,A557S
2.30617,A557S
2.30989,A557S
2.31658,A557S
2.29506,A557S
2.29861,A557S
2.30845,A557S
2.31876,A557S
2.30281,A557S
2.32123,A557S
2.30909,A557S
2.31173,A557S
2.31032,A557S
2.29846,A557S
2.30368,A557S
2.31534,A557S
2.30721,A557S
2.32178,A557S
2.30541,A557S
2.31448,A557S
2.30854,A557S
2.31893,A557S
2.3149,A557S
2.32849,A557S
2.31156,A557S
2.3193,A557S
2.31491,A557S
2.33007,A557S
2.31889,A557S
2.32712,A557S
2.33261,A557S
2.319,A557S
2.30389,A557S
2.29037,A557S
2.28869,A557S
2.2803,A557S
2.28887,A557S
2.29709,A557S
2.30184,A557S
2.30956,A557S
2.31888,A557S
2.29827,A557S
2.30425,A557S
2.30022,A557S
2.31589,A557S
2.31329,A557S
2.30091,A557S
2.3043,A557S
2.30792,A557S
2.30424,A557S
2.29924,A557S
2.30565,A557S
2.30458,A557S
2.3158,A557S
2.32314,A557S
2.32375,A557S
2.30906,A557S
2.31743,A557S
2.32604,A557S
2.31619,A557S
2.33358,A557S
2.31008,A557S
2.31476,A557S
2.31414,A557S
2.31271,A557S
2.31428,A557S
2.30852,A557S
2.30169,A557S
2.31059,A557S
2.30919,A557S
2.30863,A557S
2.3053,A557S
2.30299,A557S
2.30196,A557S
2.30951,A557S
2.3135,A557S
2.32215,A557S
2.33297,A557S
2.33847,A557S
2.31345,A557S
2.30727,A557S
2.29324,A557S
2.29213,A557S
2.31239,A557S
2.29721,A557S
2.2964,A557S
2.31024,A557S
2.30821,A557S
2.31174,A557S
2.2921,A557S
2.30243,A557S
2.30283,A557S
2.29825,A557S
2.31955,A557S
2.30019,A557S
2.30206,A557S
2.31658,A557S
2.30424,A557S
2.29191,A557S
2.30243,A557S
2.29974,A557S
2.30095,A557S
2.297,A557S
2.30843,A557S
2.31558,A557S
2.30496,A557S
2.29935,A557S
2.28869,A557S
2.29631,A557S
2.29636,A557S
2.30127,A557S
2.31881,A557S
2.31745,A557S
2.31872,A557S
2.3097,A557S
2.31421,A557S
2.30197,A557S
2.29777,A557S
2.29413,A557S
2.30008,A557S
2.29897,A557S
2.31,A557S
2.31812,A557S
2.32732,A557S
2.32028,A557S
2.31105,A557S
2.30588,A557S
2.31795,A557S
2.31328,A557S
2.30638,A557S
2.30393,A557S
2.31007,A557S
2.31383,A557S
2.32355,A557S
2.32287,A557S
2.33058,A557S
2.34529,A557S
2.3339,A557S
2.34166,A557S
2.31626,A557S
2.32182,A557S
2.32096,A557S
2.32186,A557S
2.32673,A557S
2.32109,A557S
2.32073,A557S
2.33474,A557S
2.31966,A557S
2.32437,A557S
2.31713,A557S
2.30816,A557S
2.29616,A557S
2.30332,A557S
2.28449,A557S
2.2972,A557S
2.29326,A557S
2.28814,A557S
2.29581,A557S
2.28873,A557S
2.30165,A557S
2.29933,A557S
2.30983,A557S
2.30433,A557S
2.30297,A557S
2.30494,A557S
2.29056,A557S
2.29553,A557S
2.30028,A557S
2.29319,A557S
2.30586,A557S
2.29737,A557S
2.30592,A557S
2.2997,A557S
2.30441,A557S
2.2892,A557S
2.30156,A557S
2.29855,A557S
2.28689,A557S
2.28888,A557S
2.29395,A557S
2.30725,A557S
2.3263,A557S
2.32228,A557S
2.31538,A557S
2.31357,A557S
2.32594,A557S
2.31896,A557S
2.30741,A557S
2.30392,A557S
2.30596,A557S
2.2875,A557S
2.2771,A557S
2.28498,A557S
2.29748,A557S
2.30534,A557S
2.3041,A557S
2.29868,A557S
2.30065,A557S
2.30054,A557S
2.30526,A557S
2.30132,A557S
2.29684,A557S
2.28644,A557S
2.28534,A557S
2.28887,A557S
2.28904,A557S
2.28562,A557S
2.28259,A557S
2.28697,A557S
2.28792,A557S
2.28575,A557S
2.29026,A557S
2.28089,A557S
2.28494,A557S
2.29015,A557S
2.27952,A557S
2.28114,A557S
2.2923,A557S
2.29991,A557S
2.31154,A557S
2.29747,A557S
2.29938,A557S
2.29708,A557S
2.30843,A557S
2.29171,A557S
2.30985,A557S
2.30835,A557S
2.30446,A557S
2.29057,A557S
2.3027,A557S
2.31345,A557S
2.3337,A557S
2.33877,A557S
2.32463,A557S
2.34952,A557S
2.33859,A557S
2.3373,A557S
2.31911,A557S
2.33511,A557S
2.34537,A557S
2.35713,A557S
2.34536,A557S
2.32898,A557S
2.33857,A557S
2.35737,A557S
2.36158,A557S
2.35473,A557S
2.34738,A557S
2.33823,A557S
2.35031,A557S
2.35385,A557S
2.34952,A557S
2.26751,A578S
2.26532,A578S
2.28614,A578S
2.28039,A578S
2.28596,A578S
2.27764,A578S
2.26697,A578S
2.27796,A578S
2.28482,A578S
2.27133,A578S
2.27677,A578S
2.27352,A578S
2.26574,A578S
2.27995,A578S
2.27758,A578S
2.27049,A578S
2.27323,A578S
2.29002,A578S
2.28111,A578S
2.2847,A578S
2.27838,A578S
2.27963,A578S
2.28205,A578S
2.27701,A578S
2.28056,A578S
2.28845,A578S
2.28746,A578S
2.28575,A578S
2.29614,A578S
2.2828,A578S
2.28392,A578S
2.28109,A578S
2.29101,A578S
2.30282,A578S
2.28898,A578S
2.27796,A578S
2.27932,A578S
2.25927,A578S
2.26446,A578S
2.26456,A578S
2.26536,A578S
2.27585,A578S
2.28047,A578S
2.26978,A578S
2.27489,A578S
2.27035,A578S
2.29027,A578S
2.29864,A578S
2.29445,A578S
2.28541,A578S
2.27241,A578S
2.28672,A578S
2.2795,A578S
2.28924,A578S
2.30018,A578S
2.28903,A578S
2.28974,A578S
2.30108,A578S
2.30642,A578S
2.29454,A578S
2.30762,A578S
2.29354,A578S
2.31461,A578S
2.29918,A578S
2.30384,A578S
2.30355,A578S
2.30251,A578S
2.29693,A578S
2.29803,A578S
2.28004,A578S
2.28133,A578S
2.31374,A578S
2.30591,A578S
2.28937,A578S
2.29308,A578S
2.29662,A578S
2.2919,A578S
2.29412,A578S
2.28823,A578S
2.28808,A578S
2.29275,A578S
2.2912,A578S
2.28804,A578S
2.29171,A578S
2.27287,A578S
2.29388,A578S
2.29663,A578S
2.31341,A578S
2.29546,A578S
2.27591,A578S
2.27848,A578S
2.28122,A578S
2.28419,A578S
2.27522,A578S
2.29741,A578S
2.27781,A578S
2.28374,A578S
2.28097,A578S
2.26796,A578S
2.26196,A578S
2.26942,A578S
2.28908,A578S
2.27869,A578S
2.29275,A578S
2.29587,A578S
2.28755,A578S
2.28543,A578S
2.28398,A578S
2.28999,A578S
2.27323,A578S
2.28602,A578S
2.27478,A578S
2.27294,A578S
2.28635,A578S
2.29163,A578S
2.29332,A578S
2.30267,A578S
2.3015,A578S
2.29862,A578S
2.30023,A578S
2.31486,A578S
2.3102,A578S
2.30932,A578S
2.30894,A578S
2.30445,A578S
2.30635,A578S
2.2936,A578S
2.27406,A578S
2.28944,A578S
2.27552,A578S
2.27516,A578S
2.28596,A578S
2.27851,A578S
2.29726,A578S
2.27385,A578S
2.27579,A578S
2.28917,A578S
2.28327,A578S
2.30616,A578S
2.30851,A578S
2.31155,A578S
2.3061,A578S
2.31581,A578S
2.30578,A578S
2.30393,A578S
2.30503,A578S
2.32684,A578S
2.32745,A578S
2.31969,A578S
2.33035,A578S
2.31707,A578S
2.3223,A578S
2.31488,A578S
2.30546,A578S
2.3092,A578S
2.30575,A578S
2.302,A578S
2.29821,A578S
2.30696,A578S
2.32114,A578S
2.30357,A578S
2.30946,A578S
2.29116,A578S
2.29499,A578S
2.2872,A578S
2.28193,A578S
2.28257,A578S
2.27348,A578S
2.28145,A578S
2.2776,A578S
2.28844,A578S
2.27814,A578S
2.2793,A578S
2.29542,A578S
2.27614,A578S
2.27315,A578S
2.26256,A578S
2.26311,A578S
2.28475,A578S
2.28512,A578S
2.27902,A578S
2.2934,A578S
2.3001,A578S
2.29525,A578S
2.28053,A578S
2.29687,A578S
2.28394,A578S
2.29027,A578S
2.29267,A578S
2.2994,A578S
2.30747,A578S
2.29487,A578S
2.3112,A578S
2.30418,A578S
2.30992,A578S
2.31129,A578S
2.30294,A578S
2.29297,A578S
2.30711,A578S
2.3085,A578S
2.3115,A578S
2.31726,A578S
2.30557,A578S
2.31272,A578S
2.31957,A578S
2.31932,A578S
2.32491,A578S
2.32613,A578S
2.3208,A578S
2.31609,A578S
2.30077,A578S
2.30796,A578S
2.27988,A578S
2.2931,A578S
2.28733,A578S
2.29524,A578S
2.29435,A578S
2.27857,A578S
2.28264,A578S
2.27987,A578S
2.29879,A578S
2.30113,A578S
2.31415,A578S
2.30622,A578S
2.31227,A578S
2.30855,A578S
2.28761,A578S
2.28005,A578S
2.29042,A578S
2.29351,A578S
2.29055,A578S
2.31274,A578S
2.29482,A578S
2.3045,A578S
2.29881,A578S
2.29788,A578S
2.308,A578S
2.28372,A578S
2.30356,A578S
2.30958,A578S
2.30349,A578S
2.28741,A578S
2.28016,A578S
2.29076,A578S
2.28742,A578S
2.30777,A578S
2.30799,A578S
2.29855,A578S
2.29698,A578S
2.30606,A578S
2.31576,A578S
2.31008,A578S
2.3074,A578S
2.2982,A578S
2.3007,A578S
2.30393,A578S
2.2875,A578S
2.29407,A578S
2.2881,A578S
2.3091,A578S
2.31785,A578S
2.30528,A578S
2.30606,A578S
2.30223,A578S
2.29144,A578S
2.29494,A578S
2.30341,A578S
2.29316,A578S
2.29207,A578S
2.29546,A578S
2.31436,A578S
2.32385,A578S
2.31141,A578S
2.31614,A578S
2.3061,A578S
2.31204,A578S
2.314,A578S
2.28693,A578S
2.28141,A578S
2.29214,A578S
2.29347,A578S
2.27088,A578S
2.28819,A578S
2.29102,A578S
2.30094,A578S
2.29264,A578S
2.27859,A578S
2.27176,A578S
2.28994,A578S
2.30358,A578S
2.29832,A578S
2.30643,A578S
2.31671,A578S
2.3169,A578S
2.31354,A578S
2.29995,A578S
2.29637,A578S
2.30886,A578S
2.31065,A578S
2.299,A578S
2.30761,A578S
2.30293,A578S
2.31295,A578S
2.29763,A578S
2.31126,A578S
2.30327,A578S
2.28781,A578S
2.29966,A578S
2.29372,A578S
2.29037,A578S
2.29242,A578S
2.31215,A578S
2.31448,A578S
2.29948,A578S
2.30301,A578S
2.27357,A578S
2.28467,A578S
2.2984,A578S
2.29617,A578S
2.28418,A578S
2.29418,A578S
2.29938,A578S
2.32101,A578S
2.2958,A578S
2.31423,A578S
2.30316,A578S
2.30303,A578S
2.29585,A578S
2.28725,A578S
2.31175,A578S
2.29933,A578S
2.30611,A578S
2.33259,A578S
2.3081,A578S
2.32019,A578S
2.29274,A578S
2.29753,A578S
2.31012,A578S
2.30887,A578S
2.30612,A578S
2.31716,A578S
2.3105,A578S
2.31311,A578S
2.32109,A578S
2.3217,A578S
2.31619,A578S
2.30566,A578S
2.30668,A578S
2.31153,A578S
2.30988,A578S
2.30896,A578S
2.30965,A578S
2.30525,A578S
2.30364,A578S
2.29532,A578S
2.29235,A578S
2.3111,A578S
2.33719,A578S
2.32671,A578S
2.32415,A578S
2.3246,A578S
2.31036,A578S
2.30034,A578S
2.30379,A578S
2.29398,A578S
2.2978,A578S
2.29424,A578S
2.27868,A578S
2.30138,A578S
2.29499,A578S
2.29249,A578S
2.28521,A578S
2.28584,A578S
2.28463,A578S
2.29617,A578S
2.31297,A578S
2.30617,A578S
2.30895,A578S
2.29339,A578S
2.29894,A578S
2.30478,A578S
2.31029,A578S
2.3174,A578S
2.28857,A578S
2.29919,A578S
2.27957,A578S
2.28487,A578S
2.29823,A578S
2.29658,A578S
2.28392,A578S
2.29655,A578S
2.28982,A578S
2.28957,A578S
2.27444,A578S
2.27683,A578S
2.28516,A578S
2.26366,A578S
2.27283,A578S
2.2656,A578S
2.26624,A578S
2.28637,A578S
2.29702,A578S
2.28668,A578S
2.28978,A578S
2.29367,A578S
2.30565,A578S
2.30408,A578S
2.27996,A578S
2.28243,A578S
2.2843,A578S
2.27464,A578S
2.28337,A578S
2.28578,A578S
2.30883,A578S
2.28899,A578S
2.31296,A578S
2.31325,A578S
2.31611,A578S
2.30597,A578S
2.32965,A578S
2.31581,A578S
2.30884,A578S
2.31266,A578S
2.31296,A578S
2.31356,A578S
2.33394,A578S
2.32614,A578S
2.32759,A578S
2.33319,A578S
2.33495,A578S
2.3277,A578S
2.31273,A578S
2.31496,A578S
2.31378,A578S
2.31384,A578S
2.32516,A578S
2.31239,A578S
2.3202,A578S
2.3152,A578S
2.32408,A578S
2.33552,A578S
2.32757,A578S
2.32843,A578S
2.32567,A578S
2.32691,A578S
2.30681,A578S
2.33136,A578S
2.34044,A578S
2.33367,A578S
2.33826,A578S
2.34228,A578S
2.3502,A578S
2.33627,A578S
2.34452,A578S
2.32656,A578S
2.31732,A578S
2.31785,A578S
2.33775,A578S
2.33661,A578S
2.33245,A578S
2.31955,A578S
2.32254,A578S
2.33327,A578S
2.34009,A578S
2.32297,A578S
2.33474,A578S
2.32043,A578S
2.30468,A578S
2.30766,A578S
2.32572,A578S
2.3294,A578S
2.347,A578S
2.33696,A578S
2.35305,A578S
2.35437,A578S
2.3492,A578S
2.34364,A578S
2.33333,A578S
2.32874,A578S
2.3253,A578S
2.33639,A578S
2.33506,A578S
2.30394,A578S
2.30741,A578S
2.2976,A578S
2.29886,A578S
2.30175,A578S
2.31494,A578S
2.31141,A578S
2.32258,A578S
2.32986,A578S
2.30219,A578S
2.30459,A578S
2.32513,A578S
2.32709,A578S
2.32626,A578S
2.32785,A578S
2.33009,A578S
2.33305,A578S
2.3351,A578S
2.3368,A578S
2.33899,A578S
2.34442,A578S
2.35091,A578S
2.34025,A578S
2.34132,A578S
2.32872,A578S
2.33952,A578S
2.33778,A578S
2.35136,A578S
2.33201,A578S
2.34077,A578S
2.33443,A578S
2.32077,A578S
2.30735,A578S
2.31303,A578S
2.31641,A578S
2.30574,A578S
2.30834,A578S
2.31667,A578S
2.31317,A578S
2.31588,A578S
2.32371,A578S
2.3123,A578S
2.33024,A578S
2.33996,A578S
2.3567,A578S
2.3728,A578S
2.3649,A578S
2.34695,A578S
2.32991,A578S
2.32402,A578S
2.32913,A578S
2.31644,A578S
2.33024,A578S
2.32339,A578S
2.33735,A578S
2.3251,A578S
2.33265,A578S
2.32587,A578S
2.3179,A578S
2.32092,A578S
2.3303,A578S
2.3234,A578S
2.32538,A578S
2.32252,A578S
2.31813,A578S
2.32469,A578S
2.31146,A578S
2.31749,A578S
2.32178,A578S
2.31865,A578S
2.32375,A578S
2.33382,A578S
2.32104,A578S
2.33637,A578S
2.32002,A578S
2.3199,A578S
2.31593,A578S
2.31629,A578S
2.3146,A578S
2.31196,A578S
2.30545,A578S
2.30346,A578S
2.31808,A578S
2.3131,A578S
2.32553,A578S
2.31126,A578S
2.32149,A578S
2.31868,A578S
2.31049,A578S
2.32035,A578S
2.33002,A578S
2.31668,A578S
2.32354,A578S
2.30138,A578S
2.30965,A578S
2.29364,A578S
2.28967,A578S
2.29081,A578S
2.29994,A578S
2.2937,A578S
2.31673,A578S
2.31562,A578S
2.31019,A578S
2.32474,A578S
2.3097,A578S
2.31348,A578S
2.31681,A578S
2.32092,A578S
2.30578,A578S
2.30945,A578S
2.31554,A578S
2.29928,A578S
2.31068,A578S
2.30959,A578S
2.31206,A578S
2.32087,A578S
2.31665,A578S
2.32535,A578S
2.32891,A578S
2.31837,A578S
2.32492,A578S
2.32352,A578S
2.3269,A578S
2.31973,A578S
2.3016,A578S
2.31462,A578S
2.3168,A578S
2.30077,A578S
2.30264,A578S
2.30184,A578S
2.31475,A578S
2.31876,A578S
2.31838,A578S
2.32302,A578S
2.32462,A578S
2.31546,A578S
2.32651,A578S
2.33006,A578S
2.32017,A578S
2.32596,A578S
2.32148,A578S
2.30847,A578S
2.31349,A578S
2.32716,A578S
2.3219,A578S
2.30652,A578S
2.31586,A578S
2.31413,A578S
2.32112,A578S
2.32326,A578S
2.32385,A578S
2.31835,A578S
2.32982,A578S
2.34085,A578S
2.32944,A578S
2.32032,A578S
2.31285,A578S
2.31851,A578S
2.31956,A578S
2.32048,A578S
2.34204,A578S
2.34447,A578S
2.33147,A578S
2.33079,A578S
2.32491,A578S
2.3164,A578S
2.33528,A578S
2.33424,A578S
2.3247,A578S
2.3377,A578S
2.33885,A578S
2.32729,A578S
2.33399,A578S
2.34226,A578S
2.32368,A578S
2.33724,A578S
2.32929,A578S
2.3343,A578S
2.33047,A578S
2.32633,A578S
2.32276,A578S
2.32868,A578S
2.32117,A578S
2.31738,A578S
2.31461,A578S
2.33091,A578S
2.3486,A578S
2.33429,A578S
2.36192,A578S
2.34829,A578S
2.35604,A578S
2.35879,A578S
2.33307,A578S
2.34188,A578S
2.35069,A578S
2.34834,A578S
2.33994,A578S
2.32,A578S
2.33115,A578S
2.31555,A578S
2.31831,A578S
2.33022,A578S
2.33228,A578S
2.32656,A578S
2.33241,A578S
2.32521,A578S
2.32364,A578S
2.31949,A578S
2.34111,A578S
2.33623,A578S
2.3439,A578S
2.34418,A578S
2.33209,A578S
2.34137,A578S
2.32735,A578S
2.3428,A578S
2.34364,A578S
2.34331,A578S
2.32125,A578S
2.3253,A578S
2.33369,A578S
2.32305,A578S
2.30982,A578S
2.31559,A578S
2.30815,A578S
2.31176,A578S
2.31919,A578S
2.32137,A578S
2.32319,A578S
2.32424,A578S
2.31631,A578S
2.32956,A578S
2.33378,A578S
2.31832,A578S
2.31511,A578S
2.33113,A578S
2.34801,A578S
2.3342,A578S
2.33267,A578S
2.34184,A578S
2.34023,A578S
2.34723,A578S
2.33672,A578S
2.3171,A578S
2.31724,A578S
2.32947,A578S
2.30488,A578S
2.31781,A578S
2.32222,A578S
2.31322,A578S
2.3169,A578S
2.31308,A578S
2.31288,A578S
2.32082,A578S
2.29997,A578S
2.31256,A578S
2.31878,A578S
2.31433,A578S
2.32037,A578S
2.30977,A578S
2.305,A578S
2.30877,A578S
2.30354,A578S
2.31102,A578S
2.31406,A578S
2.31453,A578S
2.32639,A578S
2.32341,A578S
2.32487,A578S
2.30586,A578S
2.32157,A578S
2.31913,A578S
2.32689,A578S
2.32848,A578S
2.32615,A578S
2.33145,A578S
2.34328,A578S
2.31963,A578S
2.33829,A578S
2.33257,A578S
2.33756,A578S
2.32148,A578S
2.35329,A578S
2.34073,A578S
2.34256,A578S
2.35601,A578S
2.33896,A578S
2.32903,A578S
2.34934,A578S
2.33823,A578S
2.35175,A578S
2.35026,A578S
2.35085,A578S
2.35675,A578S
2.3616,A578S
2.35903,A578S
2.35103,A578S
2.35791,A578S
2.37357,A578S
2.36129,A578S
2.38189,A578S
2.36735,A578S
2.36561,A578S
2.3567,A578S
2.34134,A578S
2.34683,A578S
2.35715,A578S
2.35971,A578S
2.33185,A578S
2.32424,A578S
2.3424,A578S
2.338,A578S
2.35575,A578S
2.36267,A578S
2.34646,A578S
2.33641,A578S
2.35219,A578S
2.3465,A578S
2.34324,A578S
2.34654,A578S
2.35375,A578S
2.35298,A578S
2.34144,A578S
2.31726,A578S
2.33255,A578S
2.32856,A578S
2.32937,A578S
2.32167,A578S
2.33327,A578S
2.34614,A578S
2.33468,A578S
2.33828,A578S
2.3267,A578S
2.32861,A578S
2.32612,A578S
2.33033,A578S
2.32295,A578S
2.31959,A578S
2.31911,A578S
2.32856,A578S
2.33126,A578S
2.33298,A578S
2.33911,A578S
2.33987,A578S
2.32498,A578S
2.32743,A578S
2.31644,A578S
2.31937,A578S
2.32696,A578S
2.32459,A578S
2.3219,A578S
2.3236,A578S
2.31985,A578S
2.3213,A578S
2.32797,A578S
2.32653,A578S
2.3062,A578S
2.31886,A578S
2.32683,A578S
2.3369,A578S
2.32874,A578S
2.31845,A578S
2.32444,A578S
2.33687,A578S
2.32602,A578S
2.31538,A578S
2.32745,A578S
2.33372,A578S
2.34284,A578S
