"","V1"
"31193",0.2170703
"31194",0.2335993
"31195",0.2503028
"31196",0.2721782
"31197",0.2498927
"31198",0.2308397
"31199",0.2153326
"31200",0.2280299
"31201",0.2355017
"31202",0.2247834
"31203",0.2266767
"31204",0.2200683
"31205",0.2291794
"31206",0.2306164
"31207",0.2422442
"31208",0.2585226
"31209",0.2779005
"31210",0.2586592
"31211",0.2589769
"31212",0.2406193
"31213",0.258057
"31214",0.2673205
"31215",0.2439875
"31216",0.2638029
"31217",0.2619406
"31218",0.2815196
"31219",0.2634879
"31220",0.2607813
"31221",0.2375634
"31222",0.2405937
"31223",0.2373274
"31224",0.2588882
"31225",0.2373492
"31226",0.2601167
"31227",0.2518921
"31228",0.2734236
"31229",0.2742978
"31230",0.2572166
"31231",0.2440467
"31232",0.2249975
"31233",0.2268285
"31234",0.2451021
"31235",0.2121608
"31236",0.2106654
"31237",0.2203735
"31238",0.2426914
"31239",0.2387947
"31240",0.2570527
"31241",0.2673859
"31242",0.3113487
"31243",0.3074738
"31244",0.3111233
"31245",0.2879246
"31246",0.2963767
"31247",0.283076
"31248",0.2762803
"31249",0.2867702
"31250",0.297405
"31251",0.2997394
"31252",0.3044743
"31253",0.2990867
"31254",0.2923543
"31255",0.2774572
"31256",0.2853804
"31257",0.2615771
"31258",0.2567407
"31259",0.2734256
"31260",0.2875557
"31261",0.2566985
"31262",0.2544212
"31263",0.2593837
"31264",0.2563322
"31265",0.2538924
"31266",0.3042597
"31267",0.3049149
"31268",0.3195889
"31269",0.2844571
"31270",0.2677063
"31271",0.2801652
"31272",0.2594935
"31273",0.2423055
"31274",0.2563814
"31275",0.253009
"31276",0.2484738
"31277",0.2688133
"31278",0.2611558
"31279",0.257813
"31280",0.2760491
"31281",0.2766785
"31282",0.2752055
"31283",0.2557755
"31284",0.2540833
"31285",0.2633473
"31286",0.2828633
"31287",0.2975543
"31288",0.299657
"31289",0.2847373
"31290",0.2706644
"31291",0.2787782
"31292",0.2607322
"31293",0.2558227
"31294",0.2410996
"31295",0.2499599
"31296",0.2479236
"31297",0.2313453
"31298",0.2321392
"31299",0.2186714
"31300",0.2308072
"31301",0.2214387
"31302",0.2615517
"31303",0.2527513
"31304",0.2411615
"31305",0.2364056
"31306",0.2525737
"31307",0.2529985
"31308",0.2225698
"31309",0.218436
"31310",0.2238849
"31311",0.2391292
"31312",0.2378273
"31313",0.2525797
"31314",0.238525
"31315",0.262068
"31316",0.2837946
"31317",0.257853
"31318",0.2594553
"31319",0.2575148
"31320",0.2498088
"31321",0.242958
"31322",0.2542431
"31323",0.2420269
"31324",0.2344659
"31325",0.2561857
"31326",0.2456178
"31327",0.2150765
"31328",0.2158639
"31329",0.2433817
"31330",0.2686658
"31331",0.2493647
"31332",0.2178582
"31333",0.1948422
"31334",0.2140149
"31335",0.2267876
"31336",0.2402533
"31337",0.2525073
"31338",0.2685307
"31339",0.2700698
"31340",0.2619361
"31341",0.2732392
"31342",0.2576399
"31343",0.227084
"31344",0.2398565
"31345",0.2500723
"31346",0.2560113
"31347",0.2238821
"31348",0.2367191
"31349",0.2342356
"31350",0.2154576
"31351",0.2385738
"31352",0.2224148
"31353",0.216978
"31354",0.214749
"31355",0.22853
"31356",0.2222664
"31357",0.2554814
"31358",0.2565256
"31359",0.251556
"31360",0.2616353
"31361",0.2559172
"31362",0.2403271
"31363",0.2304946
"31364",0.2202227
"31365",0.2149897
"31366",0.2367
"31367",0.2471138
"31368",0.2539609
"31369",0.2929257
"31370",0.2880744
"31371",0.2954887
"31372",0.2523744
"31373",0.2535414
"31374",0.2623769
"31375",0.259044
"31376",0.2527346
"31377",0.2191996
"31378",0.2507731
"31379",0.2555403
"31380",0.2722237
"31381",0.2722505
"31382",0.2897359
"31383",0.2902727
"31384",0.3035412
"31385",0.2953699
"31386",0.2883495
"31387",0.3080865
"31388",0.2756007
"31389",0.2668038
"31390",0.2526196
"31391",0.2343154
"31392",0.2341413
"31393",0.263466
"31394",0.2407049
"31395",0.2278194
"31396",0.2434423
"31397",0.2556271
"31398",0.2450785
"31399",0.2620616
"31400",0.2324497
"31401",0.2560505
"31402",0.2756253
"31403",0.2645683
"31404",0.2827694
"31405",0.2657512
"31406",0.2738806
"31407",0.2598256
"31408",0.2600379
"31409",0.2580873
"31410",0.2542042
"31411",0.2423283
"31412",0.2369032
"31413",0.2647976
"31414",0.2652857
"31415",0.2702929
"31416",0.280144
"31417",0.2848237
"31418",0.2681164
"31419",0.2561304
"31420",0.2536391
"31421",0.2446219
"31422",0.2328142
"31423",0.2196826
"31424",0.2268562
"31425",0.207693
"31426",0.2254355
"31427",0.2418607
"31428",0.2431974
"31429",0.2264785
"31430",0.2239157
"31431",0.2308928
"31432",0.2210659
"31433",0.2320758
"31434",0.2487347
"31435",0.252119
"31436",0.2556063
"31437",0.253362
"31438",0.2537097
"31439",0.2672071
"31440",0.2586549
"31441",0.2380435
"31442",0.2181094
"31443",0.2120142
"31444",0.2284148
"31445",0.2033498
"31446",0.2227196
"31447",0.2449558
"31448",0.2403211
"31449",0.2464305
"31450",0.2419803
"31451",0.2556624
"31452",0.244837
"31453",0.2743517
"31454",0.2768965
"31455",0.2285886
"31456",0.2142155
"31457",0.2400664
"31458",0.2259125
"31459",0.2156431
"31460",0.2143657
"31461",0.2041668
"31462",0.230214
"31463",0.2373722
"31464",0.2517686
"31465",0.2417642
"31466",0.2461951
"31467",0.2442679
"31468",0.2240172
"31469",0.2341852
"31470",0.2262367
"31471",0.2244214
"31472",0.2414648
"31473",0.2470356
"31474",0.2479403
"31475",0.2277881
"31476",0.2022468
"31477",0.2420065
"31478",0.2164498
"31479",0.2073606
"31480",0.2327902
"31481",0.2394423
"31482",0.256183
"31483",0.2585483
"31484",0.2581609
"31485",0.2687391
"31486",0.2630564
"31487",0.2609335
"31488",0.249264
"31489",0.2604831
"31490",0.2559852
"31491",0.2298951
"31492",0.2575044
"31493",0.2639958
"31494",0.252029
"31495",0.2657298
"31496",0.2805896
"31497",0.2688115
"31498",0.2519617
"31499",0.2449647
"31500",0.2379157
"31501",0.2357737
"31502",0.2384208
"31503",0.2412728
"31504",0.2427625
"31505",0.2529893
"31506",0.2280838
"31507",0.2206889
"31508",0.2322576
"31509",0.267857
"31510",0.2662251
"31511",0.2597367
"31512",0.2573824
"31513",0.2204354
"31514",0.2255376
"31515",0.2285292
"31516",0.2112289
"31517",0.2142634
"31518",0.2108429
"31519",0.1974276
"31520",0.1871708
"31521",0.1924328
"31522",0.199828
"31523",0.2069436
"31524",0.2231598
"31525",0.2079752
"31526",0.2071301
"31527",0.1991095
"31528",0.2042126
"31529",0.2248693
"31530",0.2198046
"31531",0.2266593
"31532",0.2250012
"31533",0.2199572
"31534",0.2190491
"31535",0.2316178
"31536",0.2657547
"31537",0.2620873
"31538",0.2659188
"31539",0.2579421
"31540",0.2590524
"31541",0.3168924
"31542",0.2874842
"31543",0.286843
"31544",0.2773582
"31545",0.2467994
"31546",0.2609596
"31547",0.2477463
"31548",0.2444757
"31549",0.2456301
"31550",0.2519907
"31551",0.2494028
"31552",0.2572913
"31553",0.2471374
"31554",0.2545414
"31555",0.2516236
"31556",0.282857
"31557",0.2815192
"31558",0.2459934
"31559",0.2522559
"31560",0.2480587
"31561",0.2372964
"31562",0.2525285
"31563",0.245377
"31564",0.2613502
"31565",0.262995
"31566",0.2601921
"31567",0.2532885
"31568",0.265281
"31569",0.2535835
"31570",0.2534383
"31571",0.2373833
"31572",0.2124761
"31573",0.2056208
"31574",0.2107182
"31575",0.2121711
"31576",0.2151595
"31577",0.2131978
"31578",0.1904998
"31579",0.2170277
"31580",0.2351161
"31581",0.2264405
"31582",0.205277
"31583",0.2189345
"31584",0.2482772
"31585",0.2506939
"31586",0.2591154
"31587",0.2558219
"31588",0.2798197
"31589",0.2675345
"31590",0.2574135
"31591",0.2589867
"31592",0.2351092
"31593",0.257408
"31594",0.2664184
"31595",0.2597809
"31596",0.2728035
"31597",0.2546053
"31598",0.2642557
"31599",0.2423866
"31600",0.2735459
"31601",0.2706707
"31602",0.2548744
"31603",0.2492994
"31604",0.2711691
"31605",0.2747665
"31606",0.2896668
"31607",0.2624706
"31608",0.2480704
"31609",0.2578908
"31610",0.2698761
"31611",0.2838965
"31612",0.2601804
"31613",0.2769002
"31614",0.2660407
"31615",0.2415829
"31616",0.2618671
"31617",0.2444445
"31618",0.2343437
"31619",0.2391166
"31620",0.2280145
"31621",0.2284554
"31622",0.2353589
"31623",0.2498231
"31624",0.2447571
"31625",0.2673468
"31626",0.2840551
"31627",0.2750511
"31628",0.2887404
"31629",0.2830863
"31630",0.2675121
"31631",0.2524185
"31632",0.2724925
"31633",0.2767407
"31634",0.2626032
"31635",0.2542085
"31636",0.2603313
"31637",0.2528788
"31638",0.2564626
"31639",0.2744903
"31640",0.2667102
"31641",0.2736073
"31642",0.2857
"31643",0.3009987
"31644",0.279023
"31645",0.2655072
"31646",0.2453217
"31647",0.2469687
"31648",0.2526272
"31649",0.2625255
"31650",0.2660601
"31651",0.2562532
"31652",0.2506612
"31653",0.2576016
"31654",0.2466836
"31655",0.2543294
"31656",0.2564119
"31657",0.2702067
"31658",0.2759373
"31659",0.2579287
"31660",0.2569278
"31661",0.2586209
"31662",0.2636432
"31663",0.2771004
"31664",0.2746544
"31665",0.2724461
"31666",0.2643077
"31667",0.2677669
"31668",0.3004819
"31669",0.2956105
"31670",0.2871555
"31671",0.2601338
"31672",0.2991852
"31673",0.3072262
"31674",0.3209361
"31675",0.314776
"31676",0.3072539
"31677",0.315394
"31678",0.2591518
"31679",0.2424174
"31680",0.2543093
"31681",0.2614354
"31682",0.2565844
"31683",0.2761351
"31684",0.2677535
"31685",0.2617745
"31686",0.2437167
"31687",0.2673346
"31688",0.2323722
"31689",0.2319353
"31690",0.2298345
"31691",0.2213659
"31692",0.2257098
"31693",0.2558255
"31694",0.2512104
"31695",0.2511967
"31696",0.2406691
"31697",0.2260634
"31698",0.2388003
"31699",0.2446101
"31700",0.2410118
"31701",0.2464096
"31702",0.2464489
"31703",0.2502688
"31704",0.2521241
"31705",0.2395068
"31706",0.2497386
"31707",0.2538514
"31708",0.2741825
"31709",0.2783712
"31710",0.2940036
"31711",0.2760466
"31712",0.2613097
"31713",0.2638828
"31714",0.2376924
"31715",0.2226755
"31716",0.2398825
"31717",0.2250029
"31718",0.2315382
"31719",0.2165578
"31720",0.2486439
"31721",0.2756765
"31722",0.2598192
"31723",0.2663192
"31724",0.2715324
"31725",0.2527118
"31726",0.2788746
"31727",0.2695144
"31728",0.2360828
"31729",0.2573837
"31730",0.2772967
"31731",0.2352448
"31732",0.2776285
"31733",0.2829674
"31734",0.2570077
"31735",0.2793067
"31736",0.2665018
"31737",0.259357
"31738",0.2468977
"31739",0.2332199
"31740",0.2359536
"31741",0.2784667
"31742",0.2559849
"31743",0.2454812
"31744",0.234686
"31745",0.2341307
"31746",0.2324715
"31747",0.2471863
"31748",0.2759109
"31749",0.2754582
"31750",0.2797247
"31751",0.2683355
"31752",0.2609715
"31753",0.2367434
"31754",0.2547667
"31755",0.2570766
"31756",0.2901888
"31757",0.3012528
"31758",0.2952242
"31759",0.2694849
"31760",0.2837569
"31761",0.2566558
"31762",0.2441723
"31763",0.2467062
"31764",0.2267516
"31765",0.2480658
"31766",0.2651078
"31767",0.2472765
"31768",0.2450617
"31769",0.2278473
"31770",0.2301666
"31771",0.2268099
"31772",0.2242692
"31773",0.2277675
"31774",0.2037889
"31775",0.2295991
"31776",0.2103828
"31777",0.2250725
"31778",0.2350013
"31779",0.2214561
"31780",0.2237631
"31781",0.232895
"31782",0.2267946
"31783",0.2297961
"31784",0.2794572
"31785",0.2318456
"31786",0.2387094
"31787",0.2670102
"31788",0.264473
"31789",0.29244
"31790",0.2970429
"31791",0.2970784
"31792",0.2574092
"31793",0.2410119
"31794",0.2616686
"31795",0.254299
"31796",0.2472533
"31797",0.2435136
"31798",0.2410951
"31799",0.2441284
"31800",0.2418889
"31801",0.2153099
"31802",0.2553284
"31803",0.2669975
"31804",0.3013635
"31805",0.2865331
"31806",0.3014177
"31807",0.2874575
"31808",0.2947011
"31809",0.2650008
"31810",0.2853296
"31811",0.2618125
"31812",0.2659567
"31813",0.2637154
"31814",0.2600517
"31815",0.2711622
"31816",0.2636661
"31817",0.2416695
"31818",0.2281666
"31819",0.2542307
"31820",0.2615139
"31821",0.2802772
"31822",0.274058
"31823",0.2748121
"31824",0.2710497
"31825",0.2919369
"31826",0.282859
"31827",0.3024195
"31828",0.2843209
"31829",0.2869467
"31830",0.2667337
"31831",0.274161
"31832",0.2545374
"31833",0.2461216
"31834",0.2563546
"31835",0.2512951
"31836",0.2708166
"31837",0.2712258
"31838",0.2983935
"31839",0.2989781
"31840",0.2874195
"31841",0.2907989
"31842",0.2713486
"31843",0.2724057
"31844",0.238365
"31845",0.2534893
"31846",0.2548214
"31847",0.2418962
"31848",0.2441208
"31849",0.2571395
"31850",0.2632045
"31851",0.2681983
"31852",0.2825534
"31853",0.2977687
"31854",0.2755211
"31855",0.2754769
"31856",0.2669538
"31857",0.2924425
"31858",0.2954987
"31859",0.3053058
"31860",0.3094496
"31861",0.2767158
"31862",0.2614058
"31863",0.2672623
"31864",0.2798223
"31865",0.2480047
"31866",0.2550642
"31867",0.2787513
"31868",0.2952897
"31869",0.2912389
"31870",0.2813051
"31871",0.2553872
"31872",0.2689047
"31873",0.3014251
"31874",0.3186378
"31875",0.288222
"31876",0.2649398
"31877",0.2594329
"31878",0.2782369
"31879",0.2695166
"31880",0.2766556
"31881",0.2808923
"31882",0.2698303
"31883",0.2578959
"31884",0.2368872
"31885",0.2820968
"31886",0.2677241
"31887",0.2629117
"31888",0.2602048
"31889",0.247728
"31890",0.2522444
"31891",0.2535555
"31892",0.2513585
"31893",0.2780467
"31894",0.2640721
"31895",0.244851
"31896",0.2611208
"31897",0.2534081
"31898",0.257955
"31899",0.2461248
"31900",0.2388492
"31901",0.2445388
"31902",0.2812169
"31903",0.2811697
"31904",0.2878004
"31905",0.27467
"31906",0.2608103
"31907",0.2620552
"31908",0.294744
"31909",0.2999561
"31910",0.2772096
"31911",0.2695965
"31912",0.2970565
"31913",0.3018418
"31914",0.2992888
"31915",0.284418
"31916",0.2795637
"31917",0.268019
"31918",0.2847562
"31919",0.272902
"31920",0.2930373
"31921",0.2808087
"31922",0.288276
"31923",0.300445
"31924",0.2866968
"31925",0.2902237
"31926",0.267012
"31927",0.2729881
"31928",0.2755943
"31929",0.2850178
"31930",0.2598934
"31931",0.2416983
"31932",0.2425935
"31933",0.2568492
"31934",0.2683954
"31935",0.2448286
"31936",0.2332799
"31937",0.2599598
"31938",0.2594746
"31939",0.2746989
"31940",0.2637711
"31941",0.2664869
"31942",0.2450205
"31943",0.2542185
"31944",0.2585163
"31945",0.2862708
"31946",0.2597654
"31947",0.2770143
"31948",0.2892427
"31949",0.2848517
"31950",0.2886994
"31951",0.2710473
"31952",0.2751329
"31953",0.2547337
"31954",0.2643853
"31955",0.2711826
"31956",0.2773715
"31957",0.2812978
"31958",0.2420375
"31959",0.2357445
"31960",0.2618279
"31961",0.2619629
"31962",0.2842378
"31963",0.2870446
"31964",0.2771428
"31965",0.290936
"31966",0.2779961
"31967",0.292856
"31968",0.2770553
"31969",0.2707047
"31970",0.2661853
"31971",0.2801208
"31972",0.2626245
"31973",0.2637837
"31974",0.2867956
"31975",0.283192
"31976",0.2603776
"31977",0.2639099
"31978",0.242498
"31979",0.2485999
"31980",0.2495867
"31981",0.2510159
"31982",0.2334706
"31983",0.251787
"31984",0.2481419
"31985",0.2589981
"31986",0.2613446
"31987",0.2635523
"31988",0.2586668
"31989",0.256754
"31990",0.2866453
"31991",0.2697815
"31992",0.2544648
"31993",0.2308004
"31994",0.2307491
"31995",0.2548836
"31996",0.2292745
"31997",0.2381406
"31998",0.2297879
"31999",0.2741597
"32000",0.2762296
"32001",0.2601753
"32002",0.2718727
"32003",0.3014296
"32004",0.3105898
"32005",0.2654827
"32006",0.2556089
"32007",0.2613625
"32008",0.2792407
"32009",0.2908135
"32010",0.2883257
"32011",0.2722758
"32012",0.2741853
"32013",0.2760792
"32014",0.2874724
"32015",0.3074978
"32016",0.267359
"32017",0.2765658
"32018",0.2787471
"32019",0.2517699
"32020",0.2450119
"32021",0.2222695
"32022",0.2292599
"32023",0.2520596
"32024",0.2809958
"32025",0.25664
"32026",0.2443905
"32027",0.2394251
"32028",0.247632
"32029",0.2490502
"32030",0.2441236
"32031",0.2490892
"32032",0.2514719
"32033",0.2608631
"32034",0.2381754
"32035",0.255264
"32036",0.2444076
"32037",0.2610037
"32038",0.2497504
"32039",0.2752033
"32040",0.305657
"32041",0.2842655
"32042",0.2656352
"32043",0.2616659
"32044",0.2541323
"32045",0.2515924
"32046",0.2266375
"32047",0.2259282
"32048",0.2324394
"32049",0.2496657
"32050",0.2600394
"32051",0.2507539
"32052",0.2459622
"32053",0.2499152
"32054",0.2443268
"32055",0.2661005
"32056",0.2670886
"32057",0.2990304
"32058",0.2923144
"32059",0.2553924
"32060",0.2565011
"32061",0.2547216
"32062",0.2703307
"32063",0.2461468
"32064",0.2434832
"32065",0.2788188
"32066",0.2788728
"32067",0.2427553
"32068",0.2558877
"32069",0.223975
"32070",0.2371173
"32071",0.2413154
"32072",0.2385537
"32073",0.2473613
"32074",0.2210603
"32075",0.2498098
"32076",0.2575923
"32077",0.2700197
"32078",0.2543359
"32079",0.236811
"32080",0.2659034
"32081",0.2518995
"32082",0.2429627
"32083",0.204892
"32084",0.2304738
"32085",0.2163614
"32086",0.2514862
"32087",0.2521445
"32088",0.2734533
"32089",0.2782459
"32090",0.2455327
"32091",0.2431527
"32092",0.2631971
"32093",0.2773139
"32094",0.2728484
"32095",0.2399956
"32096",0.263225
"32097",0.245208
"32098",0.2477904
"32099",0.2389208
"32100",0.2319593
"32101",0.2447223
"32102",0.2343284
"32103",0.2395924
"32104",0.2372235
"32105",0.2412584
"32106",0.2333318
"32107",0.2567022
"32108",0.2590616
"32109",0.2715752
"32110",0.287617
"32111",0.248039
"32112",0.2488924
"32113",0.2632051
"32114",0.2591202
"32115",0.2779307
"32116",0.2834192
"32117",0.2581183
"32118",0.267314
"32119",0.2666946
"32120",0.2439133
"32121",0.2361231
"32122",0.2466669
"32123",0.2596618
"32124",0.267477
"32125",0.2607717
"32126",0.229931
"32127",0.23839
"32128",0.2515574
"32129",0.2407191
"32130",0.2426555
"32131",0.2383838
"32132",0.2429268
"32133",0.244042
"32134",0.2354703
"32135",0.2360597
"32136",0.2390314
"32137",0.2393025
"32138",0.2611703
"32139",0.2758149
"32140",0.2514189
"32141",0.2431081
"32142",0.2301395
"32143",0.2189702
"32144",0.2416501
"32145",0.2511122
"32146",0.2550923
"32147",0.2489064
"32148",0.2748745
"32149",0.2625573
"32150",0.2698944
"32151",0.2654419
"32152",0.2631045
"32153",0.2720948
"32154",0.2660499
"32155",0.259595
"32156",0.2509417
"32157",0.2470724
"32158",0.2507651
"32159",0.2443281
"32160",0.2323812
"32161",0.244524
"32162",0.2274472
"32163",0.240189
"32164",0.2528962
"32165",0.2678361
"32166",0.2220137
"32167",0.2231266
"32168",0.2377814
"32169",0.233824
"32170",0.2623464
"32171",0.2610873
"32172",0.2549014
"32173",0.2662751
"32174",0.2504263
"32175",0.2744507
"32176",0.2731297
"32177",0.261058
"32178",0.2923164
"32179",0.2618085
"32180",0.2434276
"32181",0.2395977
"32182",0.2605024
"32183",0.2532096
"32184",0.2549498
"32185",0.2774451
"32186",0.252329
"32187",0.2509728
"32188",0.2367692
"32189",0.2359347
"32190",0.259284
"32191",0.2748731
"32192",0.2491232
"32193",0.2382603
"32194",0.2639622
"32195",0.242097
"32196",0.2336051
"32197",0.227962
"32198",0.2282344
"32199",0.2411343
"32200",0.2441158
"32201",0.241382
"32202",0.2255282
"32203",0.2401331
"32204",0.2379932
"32205",0.2402521
"32206",0.2314764
"32207",0.2230936
"32208",0.231523
"32209",0.268951
"32210",0.2834985
"32211",0.2796238
"32212",0.2520984
"32213",0.2344217
"32214",0.2296987
"32215",0.1958801
"32216",0.2058896
"32217",0.2277675
"32218",0.2179198
"32219",0.2162119
"32220",0.2492716
"32221",0.2455807
"32222",0.2607789
"32223",0.2586524
"32224",0.2675386
"32225",0.2740142
"32226",0.2744883
"32227",0.2730836
"32228",0.2459529
"32229",0.2438403
"32230",0.2291767
"32231",0.2473935
"32232",0.2548167
"32233",0.2230812
"32234",0.228183
"32235",0.219107
"32236",0.2209777
"32237",0.2296594
"32238",0.1989128
"32239",0.218011
"32240",0.2443968
"32241",0.2346812
"32242",0.2319597
"32243",0.266607
"32244",0.2621504
"32245",0.2528678
"32246",0.231396
"32247",0.2220894
"32248",0.2375468
"32249",0.2502639
"32250",0.2281658
"32251",0.2086995
"32252",0.1942729
"32253",0.2081731
"32254",0.2172236
"32255",0.2675576
"32256",0.2644071
"32257",0.2465614
"32258",0.2656994
"32259",0.2571912
"32260",0.2595838
"32261",0.2689651
"32262",0.2607638
"32263",0.270182
"32264",0.2717394
"32265",0.2763426
"32266",0.2802579
"32267",0.2777331
"32268",0.2880578
"32269",0.2607673
"32270",0.2766797
"32271",0.2774694
"32272",0.2582169
"32273",0.2835075
"32274",0.2572163
"32275",0.280858
"32276",0.3007492
"32277",0.2846605
"32278",0.2652106
"32279",0.245661
"32280",0.2544688
"32281",0.2406073
"32282",0.2271045
"32283",0.2403013
"32284",0.2582873
"32285",0.2364659
"32286",0.2334614
"32287",0.232492
"32288",0.2505407
"32289",0.2400878
"32290",0.2526605
"32291",0.2909484
"32292",0.3008986
"32293",0.2722402
"32294",0.262999
"32295",0.2929369
"32296",0.2864735
"32297",0.2834104
"32298",0.2795686
"32299",0.274612
"32300",0.2685984
"32301",0.2300829
"32302",0.227154
"32303",0.2077798
"32304",0.2098513
"32305",0.2209007
"32306",0.2028258
"32307",0.2175577
"32308",0.2001625
"32309",0.2021881
"32310",0.2211808
"32311",0.2559478
"32312",0.2437011
"32313",0.2486465
"32314",0.2502732
"32315",0.2510299
"32316",0.2595299
"32317",0.2580541
"32318",0.2381456
"32319",0.2198424
"32320",0.2161903
"32321",0.2283639
"32322",0.2273062
"32323",0.2526347
"32324",0.2435556
"32325",0.2241697
"32326",0.2279999
"32327",0.244127
"32328",0.2422693
"32329",0.2151631
"32330",0.2123875
"32331",0.215589
"32332",0.1770715
"32333",0.2016324
"32334",0.2162289
"32335",0.2099628
"32336",0.2333546
"32337",0.2249798
"32338",0.210378
"32339",0.2122829
"32340",0.2233719
"32341",0.250319
"32342",0.2709883
"32343",0.249456
"32344",0.2599448
"32345",0.268445
"32346",0.2809805
"32347",0.2835474
"32348",0.2629502
"32349",0.2730462
"32350",0.2957991
"32351",0.2917835
"32352",0.2889898
"32353",0.2772591
"32354",0.3047905
"32355",0.2890729
"32356",0.2546256
"32357",0.2789304
"32358",0.2817733
"32359",0.2559882
"32360",0.2690603
"32361",0.2466216
"32362",0.2407461
"32363",0.249841
"32364",0.2353964
"32365",0.2370514
"32366",0.2605336
"32367",0.243182
"32368",0.2524135
"32369",0.2262499
"32370",0.2223389
"32371",0.235506
"32372",0.2321921
"32373",0.2310457
"32374",0.2154451
"32375",0.2057218
"32376",0.1931482
"32377",0.2010366
"32378",0.2115704
"32379",0.2106998
"32380",0.1948249
"32381",0.1977585
"32382",0.2136423
"32383",0.2413687
"32384",0.2399072
"32385",0.2468477
"32386",0.2396683
"32387",0.251124
"32388",0.2467915
"32389",0.2149935
"32390",0.2469605
"32391",0.2632541
"32392",0.2685387
"32393",0.2699759
"32394",0.2587681
"32395",0.2684847
"32396",0.3030412
"32397",0.314373
"32398",0.3077335
"32399",0.2663681
"32400",0.2357612
"32401",0.2410248
"32402",0.2260872
"32403",0.2279639
"32404",0.2225013
"32405",0.2141229
"32406",0.2169562
"32407",0.2251506
"32408",0.2141827
"32409",0.20707
"32410",0.2243398
"32411",0.219686
"32412",0.2285696
"32413",0.2374799
"32414",0.2363526
"32415",0.225235
"32416",0.2199514
"32417",0.2568645
"32418",0.2594323
"32419",0.2330717
"32420",0.2507279
"32421",0.2401
"32422",0.2688923
"32423",0.2508023
"32424",0.2324118
"32425",0.2272741
"32426",0.2509773
"32427",0.2386601
"32428",0.2429546
"32429",0.2422151
"32430",0.2641486
"32431",0.2724607
"32432",0.2341208
"32433",0.2565613
"32434",0.2354408
"32435",0.2259636
"32436",0.2148578
"32437",0.221112
"32438",0.2436489
"32439",0.2601331
"32440",0.2601076
"32441",0.2410655
"32442",0.2204198
"32443",0.2143853
"32444",0.2208961
"32445",0.1964645
"32446",0.1982166
"32447",0.1992077
"32448",0.1845779
"32449",0.2096842
"32450",0.2049983
"32451",0.1978522
"32452",0.1862959
"32453",0.2064799
"32454",0.1998234
"32455",0.2073974
"32456",0.2075574
"32457",0.1902131
"32458",0.2019398
"32459",0.1802114
"32460",0.1964811
"32461",0.2120194
"32462",0.2034739
"32463",0.2099531
"32464",0.2238935
"32465",0.216546
"32466",0.214066
"32467",0.203311
"32468",0.1997965
"32469",0.1964531
"32470",0.1972406
"32471",0.2039913
"32472",0.2090533
"32473",0.2124206
"32474",0.2315204
"32475",0.2068468
"32476",0.2245593
"32477",0.214274
"32478",0.2307125
"32479",0.2402727
"32480",0.226817
"32481",0.2356804
"32482",0.2317304
"32483",0.2223493
"32484",0.2228009
"32485",0.2151475
"32486",0.2169386
"32487",0.2162432
"32488",0.223799
"32489",0.2386126
"32490",0.2169826
"32491",0.2412505
"32492",0.2444998
"32493",0.2504935
"32494",0.2352637
"32495",0.229255
"32496",0.2420435
"32497",0.2497088
"32498",0.2424544
"32499",0.2278234
"32500",0.2371741
"32501",0.2324941
"32502",0.223889
"32503",0.2017358
"32504",0.2238139
"32505",0.2104383
"32506",0.2128037
"32507",0.2444142
"32508",0.2371218
"32509",0.2217239
"32510",0.2160404
"32511",0.2258948
"32512",0.2247833
"32513",0.2116327
"32514",0.2332486
"32515",0.2427347
"32516",0.2332605
"32517",0.2238619
"32518",0.2386375
"32519",0.2441801
"32520",0.2021473
"32521",0.1972498
"32522",0.2116052
"32523",0.2090695
"32524",0.2166991
"32525",0.2180486
"32526",0.2110017
"32527",0.2088441
"32528",0.2155241
"32529",0.2026162
"32530",0.2078655
"32531",0.1858513
"32532",0.1879496
"32533",0.1883655
"32534",0.1974048
"32535",0.1957407
"32536",0.191774
"32537",0.200966
"32538",0.2164434
"32539",0.2080744
"32540",0.2175176
"32541",0.2071143
"32542",0.2073438
"32543",0.1994012
"32544",0.2164515
"32545",0.2052087
"32546",0.2004244
"32547",0.2126115
"32548",0.236921
"32549",0.2198927
"32550",0.2313246
"32551",0.2283876
"32552",0.1918601
"32553",0.1880244
"32554",0.1995525
"32555",0.2123815
"32556",0.2270079
"32557",0.2100092
"32558",0.2022792
"32559",0.2035357
"32560",0.2014605
"32561",0.2482278
"32562",0.2372693
"32563",0.2289022
"32564",0.2056974
"32565",0.1973444
"32566",0.1913285
"32567",0.1881659
"32568",0.1926872
"32569",0.1972247
"32570",0.2081739
"32571",0.1878966
"32572",0.1948714
"32573",0.1993817
"32574",0.2072052
"32575",0.2206249
"32576",0.2264776
"32577",0.2435824
"32578",0.2257777
"32579",0.2025167
"32580",0.1986662
"32581",0.189305
"32582",0.2015874
"32583",0.2243109
"32584",0.2277837
"32585",0.2013668
"32586",0.2038079
"32587",0.1977698
"32588",0.2068309
"32589",0.2202508
"32590",0.2365245
"32591",0.2203244
"32592",0.1936775
"32593",0.2023015
"32594",0.2131973
"32595",0.2165341
"32596",0.2155229
"32597",0.2239546
"32598",0.2111267
"32599",0.2188998
"32600",0.2266011
"32601",0.2440966
"32602",0.2401109
"32603",0.2398448
"32604",0.2109338
"32605",0.2159926
