"","V1"
"17970",0.1734082
"17971",0.1826975
"17972",0.177364
"17973",0.1769733
"17974",0.1723919
"17975",0.1697596
"17976",0.1666473
"17977",0.1739143
"17978",0.1726518
"17979",0.1655309
"17980",0.1571235
"17981",0.153742
"17982",0.1474678
"17983",0.144416
"17984",0.1528207
"17985",0.1687427
"17986",0.1781764
"17987",0.1624472
"17988",0.1620461
"17989",0.1474565
"17990",0.1502663
"17991",0.1492536
"17992",0.1882168
"17993",0.2030215
"17994",0.1818739
"17995",0.170741
"17996",0.1595256
"17997",0.159164
"17998",0.1689497
"17999",0.1760329
"18000",0.1564971
"18001",0.1735488
"18002",0.1670666
"18003",0.1726718
"18004",0.1818998
"18005",0.1785395
"18006",0.1691616
"18007",0.1578643
"18008",0.1631916
"18009",0.1652918
"18010",0.1585094
"18011",0.1542241
"18012",0.1711693
"18013",0.1765816
"18014",0.1974077
"18015",0.1572959
"18016",0.1576328
"18017",0.1664974
"18018",0.1573486
"18019",0.1480545
"18020",0.1583635
"18021",0.1701223
"18022",0.1629337
"18023",0.1651487
"18024",0.1559691
"18025",0.1601964
"18026",0.1667082
"18027",0.1811575
"18028",0.1647037
"18029",0.1694815
"18030",0.1645451
"18031",0.1837479
"18032",0.1956011
"18033",0.1642897
"18034",0.1648278
"18035",0.1694143
"18036",0.173265
"18037",0.1680855
"18038",0.1724072
"18039",0.1763605
"18040",0.1777076
"18041",0.1827157
"18042",0.1656293
"18043",0.1682487
"18044",0.1789749
"18045",0.1670965
"18046",0.1574055
"18047",0.1508573
"18048",0.148795
"18049",0.1526476
"18050",0.1525235
"18051",0.1578147
"18052",0.1746162
"18053",0.1754497
"18054",0.168063
"18055",0.1628667
"18056",0.1593277
"18057",0.1752724
"18058",0.1671804
"18059",0.1838693
"18060",0.1620472
"18061",0.1896527
"18062",0.1553826
"18063",0.1696994
"18064",0.1634921
"18065",0.1704132
"18066",0.1586639
"18067",0.1622393
"18068",0.1592317
"18069",0.174742
"18070",0.1935983
"18071",0.1791719
"18072",0.1912781
"18073",0.1834786
"18074",0.1736634
"18075",0.1676378
"18076",0.1679033
"18077",0.1795528
"18078",0.1783632
"18079",0.1684945
"18080",0.169195
"18081",0.1737093
"18082",0.1544635
"18083",0.1552589
"18084",0.1632313
"18085",0.1531126
"18086",0.168592
"18087",0.1758234
"18088",0.1986055
"18089",0.2168719
"18090",0.1939387
"18091",0.1649656
"18092",0.180795
"18093",0.163763
"18094",0.1658415
"18095",0.1665496
"18096",0.1557862
"18097",0.1776751
"18098",0.1824621
"18099",0.1865531
"18100",0.2042924
"18101",0.2108873
"18102",0.1898114
"18103",0.2046588
"18104",0.1886912
"18105",0.1836182
"18106",0.1709667
"18107",0.1715507
"18108",0.1641557
"18109",0.1601482
"18110",0.1563971
"18111",0.1608648
"18112",0.1655077
"18113",0.1565621
"18114",0.1614849
"18115",0.1570708
"18116",0.1651277
"18117",0.158148
"18118",0.160301
"18119",0.158477
"18120",0.1593814
"18121",0.1608398
"18122",0.1613222
"18123",0.1629706
"18124",0.1579183
"18125",0.1767105
"18126",0.1914689
"18127",0.1759616
"18128",0.1668376
"18129",0.1646091
"18130",0.1625137
"18131",0.1600575
"18132",0.1743371
"18133",0.1772678
"18134",0.1732603
"18135",0.1729282
"18136",0.1708032
"18137",0.1607074
"18138",0.1714263
"18139",0.1594808
"18140",0.1697021
"18141",0.1610482
"18142",0.1673537
"18143",0.1704392
"18144",0.1747662
"18145",0.1746546
"18146",0.1692595
"18147",0.1640804
"18148",0.1610359
"18149",0.1768013
"18150",0.1698087
"18151",0.1615497
"18152",0.1566208
"18153",0.1564173
"18154",0.1606743
"18155",0.1614789
"18156",0.1589489
"18157",0.1521438
"18158",0.1621228
"18159",0.1608284
"18160",0.1516855
"18161",0.1555592
"18162",0.1569471
"18163",0.1624699
"18164",0.1563668
"18165",0.1644703
"18166",0.1699677
"18167",0.1624331
"18168",0.1580122
"18169",0.1631431
"18170",0.1592093
"18171",0.1622504
"18172",0.1496442
"18173",0.156074
"18174",0.1560256
"18175",0.1652239
"18176",0.16537
"18177",0.1796278
"18178",0.1813361
"18179",0.1699601
"18180",0.159126
"18181",0.1651989
"18182",0.1623243
"18183",0.175184
"18184",0.1696059
"18185",0.1904189
"18186",0.2262726
"18187",0.2050019
"18188",0.1947041
"18189",0.1836292
"18190",0.1715791
"18191",0.1687063
"18192",0.1611397
"18193",0.1709207
"18194",0.1666192
"18195",0.1631151
"18196",0.1815089
"18197",0.2017979
"18198",0.1700207
"18199",0.1701295
"18200",0.187361
"18201",0.1735175
"18202",0.1635601
"18203",0.1736093
"18204",0.1926655
"18205",0.1837451
"18206",0.1768366
"18207",0.1768578
"18208",0.1654076
"18209",0.1710126
"18210",0.2012453
"18211",0.1803064
"18212",0.170772
"18213",0.1863774
"18214",0.1904158
"18215",0.1702117
"18216",0.1801105
"18217",0.1787815
"18218",0.1755711
"18219",0.1793334
"18220",0.1663316
"18221",0.168764
"18222",0.1679176
"18223",0.1751597
"18224",0.1714068
"18225",0.1928975
"18226",0.2104301
"18227",0.1758647
"18228",0.1845057
"18229",0.1593182
"18230",0.1626506
"18231",0.1737067
"18232",0.200278
"18233",0.188943
"18234",0.1927239
"18235",0.2080623
"18236",0.1891177
"18237",0.1975599
"18238",0.1984578
"18239",0.2071829
"18240",0.1922882
"18241",0.17474
"18242",0.1747973
"18243",0.1801461
"18244",0.1780677
"18245",0.198855
"18246",0.1958462
"18247",0.180466
"18248",0.1829243
"18249",0.1916352
"18250",0.1941748
"18251",0.2065634
"18252",0.1962949
"18253",0.1993024
"18254",0.1837349
"18255",0.2026467
"18256",0.2040483
"18257",0.210124
"18258",0.1933766
"18259",0.1869261
"18260",0.1797371
"18261",0.1716477
"18262",0.1621574
"18263",0.1616066
"18264",0.168036
"18265",0.179651
"18266",0.1897701
"18267",0.1885296
"18268",0.1954852
"18269",0.1851663
"18270",0.1749979
"18271",0.1647535
"18272",0.1711506
"18273",0.179498
"18274",0.1664767
"18275",0.1874282
"18276",0.1742773
"18277",0.1845417
"18278",0.1858403
"18279",0.1754455
"18280",0.1784064
"18281",0.1618696
"18282",0.1513502
"18283",0.1626518
"18284",0.1544243
"18285",0.1558649
"18286",0.1610382
"18287",0.1613794
"18288",0.1610454
"18289",0.1615528
"18290",0.1537175
"18291",0.1470631
"18292",0.1547919
"18293",0.1651119
"18294",0.1709154
"18295",0.1498938
"18296",0.1535108
"18297",0.1520261
"18298",0.1603779
"18299",0.1669007
"18300",0.1886403
"18301",0.1728738
"18302",0.1577347
"18303",0.1590129
"18304",0.1690378
"18305",0.1747742
"18306",0.1760156
"18307",0.1720411
"18308",0.1726287
"18309",0.1712123
"18310",0.1639244
"18311",0.1584264
"18312",0.1676741
"18313",0.1625471
"18314",0.161019
"18315",0.1562807
"18316",0.1578132
"18317",0.1635337
"18318",0.1712291
"18319",0.1759631
"18320",0.173987
"18321",0.1712951
"18322",0.1524168
"18323",0.1558118
"18324",0.1566733
"18325",0.1503341
"18326",0.1668221
"18327",0.1750841
"18328",0.1720524
"18329",0.1592522
"18330",0.1586211
"18331",0.1586318
"18332",0.1632053
"18333",0.1638759
"18334",0.1705174
"18335",0.1938303
"18336",0.1797291
"18337",0.1932017
"18338",0.1866131
"18339",0.1649645
"18340",0.1696718
"18341",0.1678886
"18342",0.1762009
"18343",0.1774339
"18344",0.1737823
"18345",0.1731565
"18346",0.1870477
"18347",0.1834589
"18348",0.1973339
"18349",0.1870386
"18350",0.1722222
"18351",0.1801052
"18352",0.1687085
"18353",0.1911175
"18354",0.1947949
"18355",0.1888322
"18356",0.1856779
"18357",0.2223619
"18358",0.2032049
"18359",0.2077733
"18360",0.2050462
"18361",0.1903966
"18362",0.2026217
"18363",0.1992625
"18364",0.1763375
"18365",0.2086531
"18366",0.1962478
"18367",0.2091707
"18368",0.1833046
"18369",0.2051198
"18370",0.1904473
"18371",0.1733757
"18372",0.1829007
"18373",0.1929431
"18374",0.1801968
"18375",0.1580536
"18376",0.1626802
"18377",0.1486057
"18378",0.1540145
"18379",0.1600614
"18380",0.1647601
"18381",0.1587362
"18382",0.1640865
"18383",0.1588789
"18384",0.1658653
"18385",0.1706004
"18386",0.1674977
"18387",0.1662673
"18388",0.1687099
"18389",0.159014
"18390",0.1706553
"18391",0.185855
"18392",0.1894101
"18393",0.1860015
"18394",0.1878215
"18395",0.1872326
"18396",0.1754809
"18397",0.1562859
"18398",0.1708695
"18399",0.1647141
"18400",0.1608291
"18401",0.1554885
"18402",0.1625616
"18403",0.1814125
"18404",0.1728996
"18405",0.1594517
"18406",0.1635048
"18407",0.1622239
"18408",0.1816165
"18409",0.182463
"18410",0.176055
"18411",0.184187
"18412",0.1900388
"18413",0.1701789
"18414",0.1577712
"18415",0.1730079
"18416",0.1955282
"18417",0.2014626
"18418",0.2098842
"18419",0.2206507
"18420",0.2050556
"18421",0.1848205
"18422",0.1648945
"18423",0.1625956
"18424",0.1620872
"18425",0.1614388
"18426",0.1637087
"18427",0.1561107
"18428",0.1467507
"18429",0.1544447
"18430",0.1530522
"18431",0.1757452
"18432",0.1895476
"18433",0.1846031
"18434",0.1768809
"18435",0.2084757
"18436",0.1899275
"18437",0.1753028
"18438",0.177293
"18439",0.1789311
"18440",0.1814904
"18441",0.1723745
"18442",0.1641105
"18443",0.1594132
"18444",0.1766805
"18445",0.1865909
"18446",0.1935905
"18447",0.1835981
"18448",0.168677
"18449",0.1692727
"18450",0.1742181
"18451",0.1846829
"18452",0.1649088
"18453",0.1647555
"18454",0.1648077
"18455",0.1721802
"18456",0.1711199
"18457",0.172989
"18458",0.1933806
"18459",0.1981805
"18460",0.1852861
"18461",0.1701559
"18462",0.1457929
"18463",0.1631058
"18464",0.1664067
"18465",0.16832
"18466",0.1654235
"18467",0.1798811
"18468",0.1838761
"18469",0.1769644
"18470",0.1667985
"18471",0.1574497
"18472",0.1604652
"18473",0.1676187
"18474",0.1842357
"18475",0.1815534
"18476",0.1771281
"18477",0.1932069
"18478",0.1838726
"18479",0.1836592
"18480",0.1830309
"18481",0.1553458
"18482",0.173779
"18483",0.1590919
"18484",0.1738439
"18485",0.1686676
"18486",0.1817796
"18487",0.1663239
"18488",0.1746489
"18489",0.1759742
"18490",0.1878783
"18491",0.1844119
"18492",0.1810149
"18493",0.1588465
"18494",0.1677972
"18495",0.1616054
"18496",0.148667
"18497",0.1774886
"18498",0.1779124
"18499",0.1721139
"18500",0.1670639
"18501",0.1754295
"18502",0.1703092
"18503",0.1792943
"18504",0.1659963
"18505",0.1567354
"18506",0.1666413
"18507",0.1802914
"18508",0.1777265
"18509",0.1976631
"18510",0.1780221
"18511",0.1606833
"18512",0.1631871
"18513",0.1624236
"18514",0.16237
"18515",0.1753049
"18516",0.1721217
"18517",0.1716411
"18518",0.1685814
"18519",0.1580941
"18520",0.1628406
"18521",0.1813882
"18522",0.1872303
"18523",0.1946982
"18524",0.1932818
"18525",0.1885018
"18526",0.1672207
"18527",0.1709143
"18528",0.1550633
"18529",0.1508757
"18530",0.1663273
"18531",0.1792033
"18532",0.1864603
"18533",0.1945812
"18534",0.2100329
"18535",0.2190933
"18536",0.213539
"18537",0.1590402
"18538",0.1629036
"18539",0.1614676
"18540",0.1599232
"18541",0.1562984
"18542",0.1642106
"18543",0.1698828
"18544",0.1728099
"18545",0.1769479
"18546",0.1615362
"18547",0.1554845
"18548",0.1492245
"18549",0.1589309
"18550",0.1536595
"18551",0.1586813
"18552",0.1582016
"18553",0.1630493
"18554",0.1681609
"18555",0.1681967
"18556",0.1589212
"18557",0.1612182
"18558",0.1763772
"18559",0.1874911
"18560",0.1877231
"18561",0.1867997
"18562",0.1852469
"18563",0.1888176
"18564",0.169657
"18565",0.1762695
"18566",0.1839138
"18567",0.1728007
"18568",0.1704928
"18569",0.1658435
"18570",0.161131
"18571",0.1780994
"18572",0.1900789
"18573",0.1857929
"18574",0.1686415
"18575",0.1650231
"18576",0.1697946
"18577",0.1668982
"18578",0.1623281
"18579",0.1716938
"18580",0.1742098
"18581",0.183169
"18582",0.169723
"18583",0.1743808
"18584",0.1726335
"18585",0.1572028
"18586",0.1628331
"18587",0.1721892
"18588",0.1703136
"18589",0.1728171
"18590",0.1689217
"18591",0.1692313
"18592",0.1765587
"18593",0.1703585
"18594",0.1705239
"18595",0.1685586
"18596",0.1682461
"18597",0.1700754
"18598",0.174595
"18599",0.1749602
"18600",0.1714832
"18601",0.1710019
"18602",0.1738225
"18603",0.1736939
"18604",0.1886168
"18605",0.1983695
"18606",0.2075572
"18607",0.1950238
"18608",0.1903915
"18609",0.1996987
"18610",0.1997478
"18611",0.178708
"18612",0.1701729
"18613",0.1723357
"18614",0.1736022
"18615",0.1720326
"18616",0.1681318
"18617",0.1751993
"18618",0.1705468
"18619",0.1755812
"18620",0.1754347
"18621",0.16775
"18622",0.1864867
"18623",0.2065854
"18624",0.2094743
"18625",0.1617973
"18626",0.1705449
"18627",0.1707947
"18628",0.1647337
"18629",0.1701778
"18630",0.1815673
"18631",0.1766326
"18632",0.174023
"18633",0.1682857
"18634",0.1616147
"18635",0.1563231
"18636",0.1653127
"18637",0.154982
"18638",0.1518814
"18639",0.162306
"18640",0.1582765
"18641",0.1654716
"18642",0.1636044
"18643",0.1618654
"18644",0.161036
"18645",0.1722885
"18646",0.1992479
"18647",0.2069644
"18648",0.1803663
"18649",0.1803012
"18650",0.1694524
"18651",0.1776612
"18652",0.1694813
"18653",0.187457
"18654",0.1700447
"18655",0.1835306
"18656",0.1672807
"18657",0.1648715
"18658",0.1718205
"18659",0.1630152
"18660",0.1591578
"18661",0.152383
"18662",0.1568837
"18663",0.1557152
"18664",0.1567803
"18665",0.1636977
"18666",0.1699367
"18667",0.1750083
"18668",0.1802575
"18669",0.1691466
"18670",0.1640858
"18671",0.1672652
"18672",0.1617746
"18673",0.1676771
"18674",0.1575553
"18675",0.1657128
"18676",0.1732088
"18677",0.185645
"18678",0.1792027
"18679",0.1809314
"18680",0.1848311
"18681",0.168368
"18682",0.1829592
"18683",0.1951683
"18684",0.2181549
"18685",0.2103741
"18686",0.2014519
"18687",0.2112298
"18688",0.201433
"18689",0.2016234
"18690",0.1809547
"18691",0.1897579
"18692",0.1859046
"18693",0.1910973
"18694",0.1999344
"18695",0.1956461
"18696",0.1761866
"18697",0.1711451
"18698",0.1727113
"18699",0.1953185
"18700",0.1933363
"18701",0.2118309
"18702",0.1823774
"18703",0.2007453
"18704",0.1998765
"18705",0.1984712
"18706",0.1790535
"18707",0.2017089
"18708",0.2004107
"18709",0.2108155
"18710",0.2105008
"18711",0.202547
"18712",0.2034028
"18713",0.1992073
"18714",0.188068
"18715",0.2055553
"18716",0.1711123
"18717",0.1702227
"18718",0.1717485
"18719",0.1766265
"18720",0.177821
"18721",0.1745729
"18722",0.1839469
"18723",0.187665
"18724",0.1807579
"18725",0.1788388
"18726",0.1745239
"18727",0.1690683
"18728",0.1809092
"18729",0.1704231
"18730",0.1751875
"18731",0.1731457
"18732",0.1708854
"18733",0.1800581
"18734",0.1842695
"18735",0.1804152
"18736",0.1662689
"18737",0.1687115
"18738",0.1815223
"18739",0.1687947
"18740",0.178437
"18741",0.1807295
"18742",0.1874637
"18743",0.1856412
"18744",0.1605605
"18745",0.1745349
"18746",0.1699111
"18747",0.1783356
"18748",0.1788122
"18749",0.1755559
"18750",0.1602334
"18751",0.1696057
"18752",0.1651316
"18753",0.1661126
"18754",0.176203
"18755",0.1618263
"18756",0.1688445
"18757",0.1624101
"18758",0.1694266
"18759",0.1750944
"18760",0.1957889
"18761",0.1761152
"18762",0.1616232
"18763",0.1611063
"18764",0.1645896
"18765",0.169657
"18766",0.1877385
"18767",0.1809826
"18768",0.1756597
"18769",0.174163
"18770",0.1716482
"18771",0.1808605
"18772",0.1743535
"18773",0.1730845
"18774",0.1762724
"18775",0.1778944
"18776",0.1864422
"18777",0.1769791
"18778",0.1664784
"18779",0.1788967
"18780",0.1719323
"18781",0.177083
"18782",0.1856678
"18783",0.1712058
"18784",0.1817354
"18785",0.1648845
"18786",0.161877
"18787",0.1755255
"18788",0.177177
"18789",0.1694293
"18790",0.1681876
"18791",0.168121
"18792",0.1591059
"18793",0.1790769
"18794",0.1653911
"18795",0.1666159
"18796",0.1610915
"18797",0.1818446
"18798",0.1939585
"18799",0.1737954
"18800",0.2021032
"18801",0.1978435
"18802",0.2193607
"18803",0.2029791
"18804",0.1794863
"18805",0.1664353
"18806",0.1777353
"18807",0.1780953
"18808",0.185434
"18809",0.1781783
"18810",0.2014734
"18811",0.1944067
"18812",0.1883084
"18813",0.1716493
"18814",0.1641085
"18815",0.1680558
"18816",0.1789979
"18817",0.1715034
"18818",0.1641959
"18819",0.1641425
"18820",0.1646114
"18821",0.1586872
"18822",0.1568133
"18823",0.1620785
"18824",0.1759123
"18825",0.1660117
"18826",0.1653535
"18827",0.176928
"18828",0.1727112
"18829",0.1774234
"18830",0.1759147
"18831",0.1662754
"18832",0.1656904
"18833",0.1610981
"18834",0.1704579
"18835",0.1715825
"18836",0.1675327
"18837",0.1691084
"18838",0.1727017
"18839",0.1720364
"18840",0.1935374
"18841",0.174813
"18842",0.1772318
"18843",0.1879274
"18844",0.1689587
"18845",0.2044203
"18846",0.1899232
"18847",0.1981382
"18848",0.1818257
"18849",0.1725218
"18850",0.1697732
"18851",0.169
"18852",0.1942168
"18853",0.1941053
"18854",0.1896098
"18855",0.1850951
"18856",0.1918601
"18857",0.1805103
"18858",0.1856872
"18859",0.1844891
"18860",0.1640807
"18861",0.1622831
"18862",0.171842
"18863",0.1695178
"18864",0.1595105
"18865",0.1649154
"18866",0.1728319
"18867",0.1746871
"18868",0.1718056
"18869",0.1777501
"18870",0.1850709
"18871",0.1923882
"18872",0.1923667
"18873",0.1950054
"18874",0.1776814
"18875",0.1785674
"18876",0.170341
"18877",0.1650089
"18878",0.1690219
"18879",0.1634107
"18880",0.1941359
"18881",0.1728824
"18882",0.1646428
"18883",0.1669899
"18884",0.1729795
"18885",0.1581786
"18886",0.1736188
"18887",0.183716
"18888",0.173855
"18889",0.1678513
"18890",0.1728244
"18891",0.1631987
"18892",0.1610636
"18893",0.1698819
"18894",0.1764501
"18895",0.1750367
"18896",0.1767715
"18897",0.1748344
"18898",0.1734429
"18899",0.177481
"18900",0.1826303
"18901",0.1759212
"18902",0.1742513
"18903",0.1659583
"18904",0.1786901
"18905",0.2076278
"18906",0.2083329
"18907",0.1975431
"18908",0.1881993
"18909",0.1753492
"18910",0.1904459
"18911",0.1916013
"18912",0.1931998
"18913",0.1947687
"18914",0.2029332
"18915",0.2001999
"18916",0.2137949
"18917",0.2009682
"18918",0.2171703
"18919",0.2132905
"18920",0.2012788
"18921",0.1959022
"18922",0.2099853
"18923",0.2286802
"18924",0.2107592
"18925",0.237635
"18926",0.2418494
"18927",0.229682
"18928",0.244701
"18929",0.2331096
"18930",0.1998244
"18931",0.1810649
"18932",0.1732307
"18933",0.1711399
"18934",0.1708532
"18935",0.1693981
"18936",0.1847261
"18937",0.1853755
"18938",0.1932538
"18939",0.1867823
"18940",0.1811154
"18941",0.1815488
"18942",0.1858474
"18943",0.1889355
"18944",0.1913429
"18945",0.1916928
"18946",0.1705165
"18947",0.1564018
"18948",0.1661548
"18949",0.1653514
"18950",0.164503
"18951",0.1706299
"18952",0.1739679
"18953",0.1686012
"18954",0.1726489
"18955",0.1768
"18956",0.1826618
"18957",0.1644709
"18958",0.1711095
"18959",0.156587
"18960",0.1649574
"18961",0.1580097
"18962",0.1636482
"18963",0.1670041
"18964",0.1624895
"18965",0.1713519
"18966",0.1613647
"18967",0.1604806
"18968",0.1595721
"18969",0.1676435
"18970",0.1564629
"18971",0.1503459
"18972",0.1694501
"18973",0.1618881
"18974",0.1515249
"18975",0.163363
"18976",0.1696424
"18977",0.1694225
"18978",0.176499
"18979",0.1812434
"18980",0.1833191
"18981",0.1737123
"18982",0.1773929
"18983",0.1696835
"18984",0.1677343
"18985",0.1673404
"18986",0.1686961
"18987",0.1627055
"18988",0.1770787
"18989",0.2020491
"18990",0.1846233
"18991",0.1752336
"18992",0.1771111
"18993",0.1908962
"18994",0.1912491
"18995",0.1808691
"18996",0.1900576
"18997",0.1771126
"18998",0.1819216
"18999",0.1743453
"19000",0.1782057
"19001",0.1511998
"19002",0.1549318
"19003",0.1769684
"19004",0.1705194
"19005",0.1757917
"19006",0.170086
"19007",0.1684343
"19008",0.170396
"19009",0.1644456
"19010",0.1853252
"19011",0.1827939
"19012",0.1829166
"19013",0.1902195
"19014",0.1753806
"19015",0.2021902
"19016",0.1680063
"19017",0.1600703
"19018",0.1544086
"19019",0.1520138
"19020",0.1646112
"19021",0.1917503
"19022",0.1872722
"19023",0.1989395
"19024",0.1863324
"19025",0.1818532
"19026",0.1689206
"19027",0.1622525
"19028",0.1858663
"19029",0.1940766
"19030",0.1855825
"19031",0.1688513
"19032",0.1872044
"19033",0.1862484
"19034",0.1743494
"19035",0.1800961
"19036",0.1789339
"19037",0.1719032
"19038",0.1808526
"19039",0.1712219
"19040",0.1729145
"19041",0.1692311
"19042",0.1690861
"19043",0.1719905
"19044",0.1770633
"19045",0.1712335
"19046",0.1714786
"19047",0.1637603
"19048",0.1761072
"19049",0.1751334
"19050",0.1755058
"19051",0.1982557
"19052",0.1978797
"19053",0.1940945
"19054",0.1903299
"19055",0.1984938
"19056",0.1895524
"19057",0.1878219
"19058",0.2015912
"19059",0.2103455
"19060",0.1948756
"19061",0.1801448
"19062",0.1792152
"19063",0.1767803
"19064",0.1639083
"19065",0.1788534
"19066",0.1797165
"19067",0.2060734
"19068",0.1874369
"19069",0.16999
"19070",0.1680176
"19071",0.1797123
"19072",0.1637252
"19073",0.1751224
"19074",0.205305
"19075",0.1938947
"19076",0.18884
"19077",0.1878763
"19078",0.1791263
"19079",0.1780808
"19080",0.1844185
"19081",0.1846624
"19082",0.1911498
"19083",0.1759403
"19084",0.1908617
"19085",0.1994094
"19086",0.2073798
"19087",0.1964813
"19088",0.1847131
"19089",0.165393
"19090",0.1962244
"19091",0.1910315
"19092",0.2020167
"19093",0.1860586
"19094",0.2046808
"19095",0.2166366
"19096",0.2424012
"19097",0.243623
"19098",0.2366524
"19099",0.2283486
"19100",0.2194971
"19101",0.2196547
"19102",0.228303
"19103",0.2161828
"19104",0.2187281
"19105",0.2087332
"19106",0.1852779
"19107",0.2043409
"19108",0.1727407
"19109",0.1598439
"19110",0.1703517
"19111",0.1631354
"19112",0.1603661
"19113",0.1679745
"19114",0.1595391
"19115",0.1643642
"19116",0.1640294
"19117",0.1614217
"19118",0.1537463
"19119",0.1640767
"19120",0.1593036
"19121",0.168766
"19122",0.1619871
"19123",0.1714887
"19124",0.1740441
"19125",0.1673921
"19126",0.1840408
"19127",0.1751245
"19128",0.1847542
"19129",0.202372
"19130",0.2058573
"19131",0.1795559
"19132",0.1761628
"19133",0.1772589
"19134",0.177875
"19135",0.191495
"19136",0.1959265
"19137",0.1920567
"19138",0.1914122
"19139",0.1892496
"19140",0.1817684
"19141",0.1812495
"19142",0.1766818
"19143",0.1748153
"19144",0.1662497
"19145",0.159283
"19146",0.1613489
"19147",0.1684585
"19148",0.1570162
"19149",0.1801057
"19150",0.1686794
"19151",0.1731033
"19152",0.1658977
"19153",0.1524961
"19154",0.1539913
"19155",0.1524598
"19156",0.1470901
"19157",0.1643478
"19158",0.1737817
"19159",0.1849663
"19160",0.196757
"19161",0.1908657
"19162",0.1759336
"19163",0.1807214
"19164",0.1868645
"19165",0.1923486
"19166",0.2010577
"19167",0.1853358
"19168",0.185131
"19169",0.1936471
"19170",0.1700753
"19171",0.1840073
"19172",0.1991295
"19173",0.1973413
"19174",0.1934164
"19175",0.1772528
"19176",0.1703083
"19177",0.1713174
"19178",0.1681674
"19179",0.1633743
"19180",0.1666732
"19181",0.1696348
"19182",0.1686361
"19183",0.1806933
"19184",0.1834286
"19185",0.167556
"19186",0.1767934
"19187",0.186925
"19188",0.1929953
"19189",0.1942135
"19190",0.1995169
"19191",0.177399
"19192",0.1851807
"19193",0.186034
"19194",0.1654291
"19195",0.1508008
"19196",0.1531707
"19197",0.1669744
"19198",0.179383
"19199",0.1855195
"19200",0.1740694
"19201",0.1657428
"19202",0.1659172
"19203",0.1624332
"19204",0.1627962
"19205",0.1996755
"19206",0.1768905
"19207",0.1781077
"19208",0.1907791
"19209",0.1849071
"19210",0.198719
"19211",0.1893769
"19212",0.1705871
"19213",0.170643
"19214",0.1900935
"19215",0.1904638
"19216",0.206988
"19217",0.1913694
"19218",0.1937358
"19219",0.2039438
"19220",0.2150888
"19221",0.2038797
"19222",0.2038204
"19223",0.1913754
"19224",0.1945027
"19225",0.1917519
"19226",0.1776098
"19227",0.1602207
"19228",0.1682052
"19229",0.1537393
"19230",0.1659715
"19231",0.1640409
"19232",0.1739805
"19233",0.1692673
"19234",0.1724634
"19235",0.1641319
"19236",0.1614975
"19237",0.1675989
"19238",0.163987
"19239",0.1841769
"19240",0.1699298
"19241",0.1677926
"19242",0.1962219
"19243",0.1961022
"19244",0.2041438
"19245",0.2013432
"19246",0.2020362
"19247",0.1835601
"19248",0.2001251
"19249",0.1911015
"19250",0.1842481
"19251",0.1837727
"19252",0.1915222
"19253",0.1939002
"19254",0.1781128
"19255",0.1838472
"19256",0.1798168
"19257",0.1871264
"19258",0.1900248
"19259",0.1783499
"19260",0.1785332
"19261",0.1715638
"19262",0.1850843
"19263",0.2029597
"19264",0.1884096
"19265",0.178393
"19266",0.1807144
"19267",0.1708293
"19268",0.1669104
"19269",0.1761051
"19270",0.1731711
"19271",0.1654555
"19272",0.1676139
"19273",0.1590403
"19274",0.1683592
"19275",0.1811697
"19276",0.1784067
"19277",0.1661132
"19278",0.1718606
"19279",0.1821027
"19280",0.1754139
"19281",0.1766327
"19282",0.1828172
"19283",0.184575
"19284",0.2161576
"19285",0.1995603
"19286",0.1925198
"19287",0.1928945
"19288",0.1809256
"19289",0.1872783
"19290",0.159241
"19291",0.1739061
"19292",0.1840581
"19293",0.1712329
"19294",0.1639039
"19295",0.1540079
"19296",0.163257
"19297",0.1669531
"19298",0.1646643
"19299",0.1666143
"19300",0.166839
"19301",0.1729694
"19302",0.1679425
"19303",0.1631509
"19304",0.1614945
"19305",0.1683728
"19306",0.175076
"19307",0.1631471
"19308",0.1715989
"19309",0.1676293
"19310",0.1638571
"19311",0.1649588
"19312",0.1690418
"19313",0.1656014
"19314",0.1763903
"19315",0.1736525
"19316",0.1679678
"19317",0.1705159
"19318",0.1655364
"19319",0.1610134
"19320",0.1633089
"19321",0.1637626
"19322",0.1682584
"19323",0.1703056
"19324",0.1732952
"19325",0.1697749
"19326",0.1647277
"19327",0.1714909
"19328",0.1748621
"19329",0.1594615
"19330",0.1732142
"19331",0.1720302
"19332",0.1700166
"19333",0.1604339
"19334",0.16196
"19335",0.1644769
"19336",0.1660679
"19337",0.1685004
"19338",0.1614929
"19339",0.1645297
"19340",0.1744903
"19341",0.1778725
"19342",0.1841821
"19343",0.1867382
"19344",0.183902
"19345",0.191244
"19346",0.1785745
"19347",0.1902721
"19348",0.1758545
"19349",0.1957943
"19350",0.195647
"19351",0.1807977
"19352",0.1653801
"19353",0.1788175
"19354",0.1670349
"19355",0.1644903
"19356",0.1708314
"19357",0.1818644
"19358",0.1851017
"19359",0.1731538
"19360",0.1721021
"19361",0.1683547
"19362",0.1734959
"19363",0.1766502
"19364",0.1845254
"19365",0.1741911
"19366",0.1676821
"19367",0.181689
"19368",0.1905071
"19369",0.1781869
"19370",0.162278
"19371",0.1684254
"19372",0.1630449
"19373",0.1741334
"19374",0.172977
"19375",0.1611075
"19376",0.1569189
"19377",0.1678503
"19378",0.1619503
"19379",0.1583457
"19380",0.1553174
"19381",0.167169
