rmsd (nm),Systems
0.2057065,A557S
0.2249032,A557S
0.2058072,A557S
0.1899078,A557S
0.2280072,A557S
0.2425527,A557S
0.2405581,A557S
0.2449545,A557S
0.2343396,A557S
0.2484974,A557S
0.251903,A557S
0.2341346,A557S
0.2287703,A557S
0.2267688,A557S
0.2043938,A557S
0.1823951,A557S
0.1923183,A557S
0.1917864,A557S
0.2202609,A557S
0.1940867,A557S
0.2085292,A557S
0.2228865,A557S
0.2361279,A557S
0.2362904,A557S
0.2500519,A557S
0.242677,A557S
0.2447251,A557S
0.2142653,A557S
0.2508002,A557S
0.2528979,A557S
0.2528305,A557S
0.2259314,A557S
0.2221627,A557S
0.2194119,A557S
0.2268203,A557S
0.261932,A557S
0.2569436,A557S
0.2599091,A557S
0.2448769,A557S
0.2286519,A557S
0.2318861,A557S
0.2243602,A557S
0.206277,A557S
0.2274746,A557S
0.242113,A557S
0.257215,A557S
0.2746124,A557S
0.2830207,A557S
0.2778474,A557S
0.2526603,A557S
0.247915,A557S
0.2233645,A557S
0.2270937,A557S
0.2230061,A557S
0.2432197,A557S
0.2549587,A557S
0.2445383,A557S
0.2564969,A557S
0.2490986,A557S
0.2103079,A557S
0.2304812,A557S
0.2279626,A557S
0.2244698,A557S
0.2106134,A557S
0.2166664,A557S
0.2174026,A557S
0.2242927,A557S
0.2204682,A557S
0.2176977,A557S
0.2191576,A557S
0.2375785,A557S
0.2800152,A557S
0.3044362,A557S
0.3085946,A557S
0.3124828,A557S
0.2833667,A557S
0.2809016,A557S
0.239325,A557S
0.2569187,A557S
0.2516405,A557S
0.2280307,A557S
0.2268966,A557S
0.2326769,A557S
0.232469,A557S
0.2649376,A557S
0.2641166,A557S
0.2332561,A557S
0.2258886,A557S
0.2445471,A557S
0.2688505,A557S
0.2411229,A557S
0.2267133,A557S
0.2217395,A557S
0.2451047,A557S
0.2429396,A557S
0.2300088,A557S
0.2126169,A557S
0.2334547,A557S
0.222427,A557S
0.2115268,A557S
0.2487153,A557S
0.2530018,A557S
0.236323,A557S
0.2346437,A557S
0.2253036,A557S
0.2345911,A557S
0.2341345,A557S
0.2161545,A557S
0.2329931,A557S
0.2390878,A557S
0.2235041,A557S
0.2282772,A557S
0.2135267,A557S
0.1910879,A557S
0.2006654,A557S
0.2096175,A557S
0.2133386,A557S
0.2387794,A557S
0.2350175,A557S
0.2139864,A557S
0.2408898,A557S
0.2495777,A557S
0.2489958,A557S
0.2761796,A557S
0.2602241,A557S
0.2644066,A557S
0.2575831,A557S
0.2479805,A557S
0.245767,A557S
0.2489137,A557S
0.2520179,A557S
0.2715319,A557S
0.2599768,A557S
0.277141,A557S
0.2727129,A557S
0.2814774,A557S
0.2751711,A557S
0.3017856,A557S
0.3160588,A557S
0.3263627,A557S
0.314556,A557S
0.2834155,A557S
0.3007267,A557S
0.3141518,A557S
0.333831,A557S
0.3281756,A557S
0.3149652,A557S
0.2800345,A557S
0.2658938,A557S
0.2873056,A557S
0.2754066,A557S
0.2988266,A557S
0.2485345,A557S
0.2562937,A557S
0.2678449,A557S
0.2395494,A557S
0.2249917,A557S
0.2198031,A557S
0.2024946,A557S
0.1987209,A557S
0.1964239,A557S
0.2042845,A557S
0.1966527,A557S
0.2112171,A557S
0.2459983,A557S
0.2299258,A557S
0.2361936,A557S
0.2488718,A557S
0.2481446,A557S
0.2641051,A557S
0.2614877,A557S
0.2611257,A557S
0.2815253,A557S
0.2561212,A557S
0.2323891,A557S
0.2443302,A557S
0.2305245,A557S
0.2637146,A557S
0.291703,A557S
0.2922722,A557S
0.2687342,A557S
0.2495166,A557S
0.2586177,A557S
0.2592719,A557S
0.2605269,A557S
0.2480756,A557S
0.2311159,A557S
0.25046,A557S
0.2497102,A557S
0.2465826,A557S
0.2506483,A557S
0.2484519,A557S
0.2381253,A557S
0.2356335,A557S
0.2531604,A557S
0.2495649,A557S
0.2847881,A557S
0.2641574,A557S
0.2559273,A557S
0.2293078,A557S
0.2493752,A557S
0.2318645,A557S
0.2206287,A557S
0.2483369,A557S
0.2584628,A557S
0.2718809,A557S
0.2792166,A557S
0.255142,A557S
0.2449037,A557S
0.244488,A557S
0.2772507,A557S
0.2720441,A557S
0.2311764,A557S
0.2385739,A557S
0.2393842,A557S
0.199089,A557S
0.2076277,A557S
0.2001463,A557S
0.2354867,A557S
0.2091392,A557S
0.2281834,A557S
0.1971855,A557S
0.2224271,A557S
0.2197144,A557S
0.2215589,A557S
0.211582,A557S
0.224504,A557S
0.19777,A557S
0.2139736,A557S
0.2199374,A557S
0.2238597,A557S
0.2141263,A557S
0.2155978,A557S
0.2064767,A557S
0.2065483,A557S
0.1761742,A557S
0.1714242,A557S
0.1726502,A557S
0.1620554,A557S
0.2083491,A557S
0.2105136,A557S
0.1930724,A557S
0.209948,A557S
0.1934209,A557S
0.208636,A557S
0.1923596,A557S
0.182807,A557S
0.1847942,A557S
0.1755984,A557S
0.1541733,A557S
0.1508691,A557S
0.1725955,A557S
0.1638424,A557S
0.1660936,A557S
0.1635857,A557S
0.1694439,A557S
0.1693455,A557S
0.1738892,A557S
0.1707237,A557S
0.1658015,A557S
0.1511417,A557S
0.1569833,A557S
0.1721441,A557S
0.1700796,A557S
0.1710846,A557S
0.1698365,A557S
0.1850157,A557S
0.2088798,A557S
0.2063576,A557S
0.2001397,A557S
0.2310663,A557S
0.2336997,A557S
0.2367797,A557S
0.2144887,A557S
0.2285133,A557S
0.2377958,A557S
0.1980089,A557S
0.1719051,A557S
0.1798933,A557S
0.2124287,A557S
0.2082217,A557S
0.2041979,A557S
0.2309609,A557S
0.2345644,A557S
0.2034769,A557S
0.2085363,A557S
0.2184831,A557S
0.2081116,A557S
0.2238527,A557S
0.2345771,A557S
0.2329911,A557S
0.2124994,A557S
0.206011,A557S
0.187691,A557S
0.1742736,A557S
0.1962767,A557S
0.2185385,A557S
0.1855843,A557S
0.180509,A557S
0.1719446,A557S
0.178358,A557S
0.1921043,A557S
0.2128973,A557S
0.191283,A557S
0.2107292,A557S
0.2089965,A557S
0.2174198,A557S
0.2183328,A557S
0.2216874,A557S
0.2276435,A557S
0.2305597,A557S
0.2254851,A557S
0.2154981,A557S
0.2269529,A557S
0.2257921,A557S
0.2053837,A557S
0.189873,A557S
0.1850507,A557S
0.1969553,A557S
0.1858359,A557S
0.1961052,A557S
0.1893489,A557S
0.1919049,A557S
0.2095843,A557S
0.1796161,A557S
0.1703741,A557S
0.1652615,A557S
0.1435303,A557S
0.1560535,A557S
0.159304,A557S
0.1559285,A557S
0.1958539,A557S
0.2092848,A557S
0.1768992,A557S
0.1917512,A557S
0.187931,A557S
0.1944792,A557S
0.1673061,A557S
0.1554056,A557S
0.1878274,A557S
0.1803738,A557S
0.1930239,A557S
0.2113295,A557S
0.2315762,A557S
0.2395834,A557S
0.2622306,A557S
0.2304529,A557S
0.2191712,A557S
0.2251795,A557S
0.2009042,A557S
0.2238789,A557S
0.2152841,A557S
0.1999397,A557S
0.202132,A557S
0.2230554,A557S
0.2276343,A557S
0.2073971,A557S
0.2349928,A557S
0.2131928,A557S
0.213935,A557S
0.1968984,A557S
0.1974041,A557S
0.2075801,A557S
0.2320795,A557S
0.2486512,A557S
0.254833,A557S
0.2696023,A557S
0.2856254,A557S
0.274,A557S
0.2664476,A557S
0.2682084,A557S
0.2582907,A557S
0.2616435,A557S
0.2631153,A557S
0.2455643,A557S
0.2203188,A557S
0.2536263,A557S
0.2558032,A557S
0.2723622,A557S
0.2676233,A557S
0.267187,A557S
0.2291499,A557S
0.2514348,A557S
0.2505322,A557S
0.2400536,A557S
0.2658159,A557S
0.2676754,A557S
0.2627333,A557S
0.279016,A557S
0.2838289,A557S
0.2500167,A557S
0.2269998,A557S
0.1986485,A557S
0.1963356,A557S
0.21747,A557S
0.2201946,A557S
0.2223947,A557S
0.212584,A557S
0.1889438,A557S
0.1659768,A557S
0.1677725,A557S
0.1713118,A557S
0.1770878,A557S
0.1842652,A557S
0.2173278,A557S
0.2276385,A557S
0.2213308,A557S
0.2287418,A557S
0.2239582,A557S
0.2110925,A557S
0.1933929,A557S
0.1863308,A557S
0.1833913,A557S
0.1709301,A557S
0.1735031,A557S
0.1834463,A557S
0.2013105,A557S
0.221564,A557S
0.2196049,A557S
0.2296068,A557S
0.2330797,A557S
0.22401,A557S
0.2141443,A557S
0.2169858,A557S
0.2404313,A557S
0.2444121,A557S
0.2337938,A557S
0.2236026,A557S
0.2447845,A557S
0.2408984,A557S
0.2207629,A557S
0.1986539,A557S
0.2183554,A557S
0.2498057,A557S
0.2187283,A557S
0.2286475,A557S
0.2050076,A557S
0.2199386,A557S
0.2278397,A557S
0.1838121,A557S
0.1803064,A557S
0.1818491,A557S
0.205853,A557S
0.2360055,A557S
0.223109,A557S
0.2303337,A557S
0.2442806,A557S
0.253238,A557S
0.2184214,A557S
0.2303139,A557S
0.2139447,A557S
0.2226001,A557S
0.2287739,A557S
0.2186729,A557S
0.2171667,A557S
0.2313493,A557S
0.2306112,A557S
0.2453287,A557S
0.2271269,A557S
0.2465884,A557S
0.2334452,A557S
0.2332525,A557S
0.2259912,A557S
0.2553998,A557S
0.2530575,A557S
0.2473357,A557S
0.2815234,A557S
0.2635143,A557S
0.2585306,A557S
0.2602426,A557S
0.2280247,A557S
0.2258288,A557S
0.2337965,A557S
0.2397114,A557S
0.229596,A557S
0.2302234,A557S
0.2484545,A557S
0.2363627,A557S
0.2360659,A557S
0.2606242,A557S
0.3128378,A557S
0.2665254,A557S
0.2484995,A557S
0.252531,A557S
0.2652105,A557S
0.2501424,A557S
0.2634306,A557S
0.2870867,A557S
0.3004346,A557S
0.2907421,A557S
0.2827541,A557S
0.2757742,A557S
0.2790239,A557S
0.2846398,A557S
0.2906555,A557S
0.3109714,A557S
0.3079082,A557S
0.2840345,A557S
0.2864893,A557S
0.2889175,A557S
0.2450839,A557S
0.2427115,A557S
0.2323806,A557S
0.2616998,A557S
0.2475129,A557S
0.2627679,A557S
0.2929383,A557S
0.2951826,A557S
0.2712602,A557S
0.2818416,A557S
0.250012,A557S
0.2544773,A557S
0.2590984,A557S
0.2589167,A557S
0.2421354,A557S
0.2546029,A557S
0.2284654,A557S
0.2271931,A557S
0.2385451,A557S
0.2390906,A557S
0.2312908,A557S
0.2505459,A557S
0.2466387,A557S
0.2370132,A557S
0.2094642,A557S
0.2357359,A557S
0.2191559,A557S
0.2358909,A557S
0.2506973,A557S
0.2772841,A557S
0.2908647,A557S
0.2766618,A557S
0.2660966,A557S
0.231821,A557S
0.2523194,A557S
0.231623,A557S
0.2422977,A557S
0.2572105,A557S
0.2410334,A557S
0.2064072,A557S
0.2018441,A557S
0.2375144,A557S
0.2301149,A557S
0.2496921,A557S
0.2463354,A557S
0.2331165,A557S
0.2385723,A557S
0.2453674,A557S
0.2245352,A557S
0.243231,A557S
0.2339962,A557S
0.2286473,A557S
0.2333569,A557S
0.2331754,A557S
0.2333684,A557S
0.2187048,A557S
0.2088204,A557S
0.2102296,A557S
0.2175633,A557S
0.2201995,A557S
0.2177079,A557S
0.1926671,A557S
0.1991023,A557S
0.2095291,A557S
0.2082668,A557S
0.2348468,A557S
0.2595819,A557S
0.2632419,A557S
0.2853903,A557S
0.2607088,A557S
0.283962,A557S
0.281128,A557S
0.2464622,A557S
0.2339348,A557S
0.2332584,A557S
0.2173677,A557S
0.2167188,A557S
0.2270108,A557S
0.2536394,A557S
0.2564694,A557S
0.2561018,A557S
0.2706996,A557S
0.2308029,A557S
0.2327994,A557S
0.2123941,A557S
0.2010066,A557S
0.2192693,A557S
0.2314496,A557S
0.2113805,A557S
0.2068411,A557S
0.2227008,A557S
0.2194947,A557S
0.2230459,A557S
0.2111104,A557S
0.2199863,A557S
0.2141402,A557S
0.2340842,A557S
0.2318287,A557S
0.2314918,A557S
0.2270155,A557S
0.1900179,A557S
0.2247219,A557S
0.2457468,A557S
0.2146713,A557S
0.2176327,A557S
0.2331193,A557S
0.2351336,A557S
0.2489917,A557S
0.2355449,A557S
0.2222208,A557S
0.2013892,A557S
0.2149153,A557S
0.2097458,A557S
0.2346428,A557S
0.2297916,A557S
0.2231914,A557S
0.2393139,A557S
0.2005103,A557S
0.2291072,A557S
0.2039509,A557S
0.2331359,A557S
0.2432734,A557S
0.2542402,A557S
0.2582237,A557S
0.2510308,A557S
0.2392428,A557S
0.2551482,A557S
0.2629842,A557S
0.3061284,A557S
0.2820063,A557S
0.26948,A557S
0.2839026,A557S
0.2818379,A557S
0.2862308,A557S
0.3021343,A557S
0.2828594,A557S
0.2473289,A557S
0.2313363,A557S
0.248437,A557S
0.2720454,A557S
0.2557395,A557S
0.2252954,A557S
0.2295868,A557S
0.2174858,A557S
0.2135196,A557S
0.2190461,A557S
0.2265203,A557S
0.2435637,A557S
0.2315533,A557S
0.2193018,A557S
0.2221024,A557S
0.2002595,A557S
0.2073806,A557S
0.2138801,A557S
0.1924512,A557S
0.2072657,A557S
0.2212319,A557S
0.1828644,A557S
0.2091045,A557S
0.2230752,A557S
0.2113209,A557S
0.2312445,A557S
0.2165782,A557S
0.2267309,A557S
0.2495962,A557S
0.2506662,A557S
0.2418421,A557S
0.2476809,A557S
0.2567452,A557S
0.2409118,A557S
0.2309099,A557S
0.2302811,A557S
0.207067,A557S
0.2253421,A557S
0.2135305,A557S
0.2225051,A557S
0.24056,A557S
0.2244692,A557S
0.2483044,A557S
0.2670131,A557S
0.2417874,A557S
0.2303037,A557S
0.2270207,A557S
0.2228578,A557S
0.2155769,A557S
0.1969027,A557S
0.1909829,A557S
0.2154565,A557S
0.2017233,A557S
0.2049593,A557S
0.2228834,A557S
0.2468793,A557S
0.2568924,A557S
0.2268664,A557S
0.2247402,A557S
0.2029018,A557S
0.2093816,A557S
0.2060763,A557S
0.225615,A557S
0.2155336,A557S
0.2092443,A557S
0.2212624,A557S
0.2238049,A557S
0.2099869,A557S
0.2081886,A557S
0.2187396,A557S
0.213021,A557S
0.1940065,A557S
0.2131201,A557S
0.1957314,A557S
0.1986104,A557S
0.2165547,A557S
0.2484765,A557S
0.2336126,A557S
0.2255127,A557S
0.2233931,A557S
0.2320937,A557S
0.2468357,A557S
0.2432021,A557S
0.2631221,A557S
0.2602374,A557S
0.2463936,A557S
0.2634605,A557S
0.2966874,A557S
0.2983287,A557S
0.2877724,A557S
0.2788651,A557S
0.2442909,A557S
0.2731988,A557S
0.2585227,A557S
0.2741645,A557S
0.275252,A557S
0.2678396,A557S
0.2345037,A557S
0.2057245,A557S
0.2085697,A557S
0.192535,A557S
0.2056983,A557S
0.2049975,A557S
0.2310037,A557S
0.2268415,A557S
0.2426931,A557S
0.2292562,A557S
0.2283813,A557S
0.2044459,A557S
0.1978526,A557S
0.2293822,A557S
0.2390795,A557S
0.2171264,A557S
0.2041642,A557S
0.2144014,A557S
0.2128661,A557S
0.2199713,A557S
0.2552474,A557S
0.2754157,A557S
0.2717494,A557S
0.2408297,A557S
0.2325791,A557S
0.217281,A557S
0.2126697,A557S
0.2254232,A557S
0.2129615,A557S
0.2090039,A557S
0.216688,A557S
0.1907452,A557S
0.1957656,A557S
0.2072301,A557S
0.2176562,A557S
0.1819381,A557S
0.1702631,A557S
0.1761135,A557S
0.1886362,A557S
0.2019259,A557S
0.1983307,A557S
0.2162275,A557S
0.2362287,A557S
0.258033,A557S
0.2105332,A557S
0.2260473,A557S
0.2058984,A557S
0.2035228,A557S
0.2115647,A557S
0.2166635,A557S
0.2200496,A557S
0.218174,A557S
0.2191844,A557S
0.2196338,A557S
0.2372527,A557S
0.2495185,A557S
0.2309401,A557S
0.2044317,A557S
0.2097553,A557S
0.1810538,A557S
0.1791583,A557S
0.1868919,A557S
0.184967,A557S
0.1653041,A557S
0.1681098,A557S
0.179198,A557S
0.2021635,A557S
0.1831243,A557S
0.217207,A557S
0.2067299,A557S
0.1979932,A557S
0.2024862,A557S
0.2028206,A557S
0.2041379,A557S
0.2308647,A557S
0.2372331,A557S
0.2273626,A557S
0.2219099,A557S
0.2173569,A557S
0.1921765,A557S
0.1900671,A557S
0.2112071,A557S
0.2221494,A557S
0.2120974,A557S
0.202292,A557S
0.2138221,A557S
0.2329814,A557S
0.2206355,A557S
0.2123805,A557S
0.2406171,A557S
0.2592402,A557S
0.2720848,A557S
0.2716656,A557S
0.2788816,A557S
0.2808292,A557S
0.2794883,A557S
0.2682308,A557S
0.2783339,A557S
0.2649646,A557S
0.2549792,A557S
0.2535401,A557S
0.2194559,A557S
0.2429788,A557S
0.2682891,A557S
0.2711194,A557S
0.2472651,A557S
0.2357003,A557S
0.2607321,A557S
0.2368066,A557S
0.2366361,A557S
0.2231281,A557S
0.2263989,A557S
0.2341939,A557S
0.249511,A557S
0.2484875,A557S
0.2283275,A557S
0.200842,A557S
0.2195528,A557S
0.2177475,A557S
0.2164788,A557S
0.2097307,A557S
0.2286748,A557S
0.2252323,A557S
0.237951,A557S
0.2399405,A557S
0.2209437,A557S
0.2082302,A557S
0.2088425,A557S
0.193158,A557S
0.1865782,A557S
0.1830924,A557S
0.177919,A557S
0.1916667,A557S
0.2016067,A557S
0.2073266,A557S
0.2437267,A557S
0.2307447,A557S
0.2429648,A557S
0.2356213,A557S
0.2625143,A557S
0.2637643,A557S
0.2729781,A557S
0.262087,A557S
0.243068,A557S
0.2403428,A557S
0.2080686,A557S
0.2246878,A557S
0.2156409,A557S
0.2329082,A557S
0.2539415,A557S
0.2217051,A557S
0.2161328,A557S
0.1945508,A557S
0.2140252,A557S
0.199973,A557S
0.2294316,A557S
0.2328433,A557S
0.2331837,A557S
0.2038879,A557S
0.2324837,A557S
0.2220748,A557S
0.2401594,A557S
0.2150731,A557S
0.2221455,A557S
0.2168453,A557S
0.1964183,A557S
0.2120615,A557S
0.2012452,A557S
0.2106287,A557S
0.2142478,A557S
0.2188456,A557S
0.2420914,A557S
0.2703396,A557S
0.2353535,A557S
0.247427,A557S
0.2321426,A557S
0.2347306,A557S
0.247926,A557S
0.2479901,A557S
0.2914279,A557S
0.2397739,A557S
0.2780607,A557S
0.2740644,A557S
0.2473584,A557S
0.2597312,A557S
0.2643699,A557S
0.2634475,A557S
0.2433972,A557S
0.244329,A557S
0.2601791,A557S
0.2726343,A557S
0.2285692,A557S
0.2423216,A557S
0.2534004,A557S
0.2356427,A557S
0.2319611,A557S
0.2649693,A557S
0.2423968,A557S
0.2624463,A557S
0.2548159,A557S
0.265857,A557S
0.2678229,A557S
0.2483655,A557S
0.2414285,A557S
0.2122443,A557S
0.2115565,A557S
0.2543605,A557S
0.255719,A557S
0.2485274,A557S
0.2900467,A557S
0.2797749,A557S
0.2673326,A557S
0.2064051,A557S
0.2059241,A557S
0.2011296,A557S
0.2147752,A557S
0.1889316,A557S
0.2058227,A557S
0.1970141,A557S
0.1927525,A557S
0.217152,A557S
0.2203518,A557S
0.2057845,A557S
0.2012879,A557S
0.2257518,A557S
0.2228632,A557S
0.1991663,A557S
0.2062576,A557S
0.196005,A557S
0.2154953,A557S
0.2136061,A557S
0.2167006,A557S
0.2303962,A557S
0.2378235,A557S
0.2464717,A557S
0.2213548,A557S
0.2218814,A557S
0.208323,A557S
0.2361359,A557S
0.2266911,A557S
0.2326904,A557S
0.2421536,A557S
0.2367584,A557S
0.2124031,A557S
0.2618746,A557S
0.2408569,A557S
0.2290821,A557S
0.2525056,A557S
0.2596922,A557S
0.222458,A557S
0.20731,A557S
0.2135094,A557S
0.2050977,A557S
0.2046203,A557S
0.1917197,A557S
0.1813337,A557S
0.2104057,A557S
0.2061146,A557S
0.2062486,A557S
0.2189545,A557S
0.2395498,A557S
0.2220623,A557S
0.2002208,A557S
0.1948094,A557S
0.2121917,A557S
0.200839,A557S
0.2449128,A557S
0.2465024,A557S
0.2384111,A557S
0.2174303,A557S
0.2550952,A557S
0.2213151,A557S
0.21979,A557S
0.2137835,A557S
0.2258533,A557S
0.2197883,A557S
0.2007806,A557S
0.1971759,A557S
0.1758999,A557S
0.2040388,A557S
0.2024733,A557S
0.2038433,A557S
0.1893974,A557S
0.2063667,A557S
0.2098623,A557S
0.2133097,A557S
0.2296973,A557S
0.2169732,A557S
0.2059279,A557S
0.1893114,A557S
0.1887253,A557S
0.1963488,A557S
0.2117134,A557S
0.2143999,A557S
0.2266923,A557S
0.201507,A557S
0.1890077,A557S
0.2325881,A557S
0.2115192,A557S
0.2177997,A557S
0.2180448,A557S
0.2188758,A557S
0.2071384,A557S
0.2342312,A557S
0.2335001,A557S
0.2045432,A557S
0.2092622,A557S
0.2006301,A557S
0.2326165,A557S
0.2128004,A557S
0.2326697,A557S
0.2466258,A557S
0.2149558,A557S
0.1913361,A557S
0.2012785,A557S
0.2126899,A557S
0.1937311,A557S
0.2032493,A557S
0.2164028,A557S
0.2009819,A557S
0.1952069,A557S
0.188794,A557S
0.2177781,A557S
0.2225274,A557S
0.2554112,A557S
0.2419826,A557S
0.2309605,A557S
0.2301817,A557S
0.2511075,A557S
0.2931868,A557S
0.2543461,A557S
0.2636361,A557S
0.278506,A557S
0.2393554,A557S
0.2259936,A557S
0.2546077,A557S
0.2424054,A557S
0.2595708,A557S
0.2370403,A557S
0.2276391,A557S
0.235073,A557S
0.2108095,A557S
0.2128863,A557S
0.2185784,A557S
0.2246165,A557S
0.2115469,A557S
0.2249569,A557S
0.2407397,A557S
0.244266,A557S
0.2404481,A557S
0.2546457,A557S
0.2669201,A557S
0.2483513,A557S
0.2461184,A557S
0.2163887,A557S
0.2152611,A557S
0.2084737,A557S
0.2087651,A557S
0.2177086,A557S
0.2061459,A557S
0.2017381,A557S
0.2400131,A557S
0.2405572,A557S
0.2312326,A557S
0.2286329,A557S
0.2276861,A557S
0.2236266,A557S
0.2016081,A557S
0.2095432,A557S
0.2165008,A557S
0.194375,A557S
0.1797438,A557S
0.2302597,A557S
0.2239578,A557S
0.2348675,A557S
0.2244454,A557S
0.207308,A557S
0.2083969,A557S
0.1976287,A557S
0.1801309,A557S
0.1757023,A557S
0.1928236,A557S
0.1843723,A557S
0.1762681,A557S
0.196013,A557S
0.1840292,A557S
0.1785069,A557S
0.1725019,A557S
0.1663494,A557S
0.1809486,A557S
0.1849818,A557S
0.1952294,A557S
0.1909826,A557S
0.17601,A557S
0.1757807,A557S
0.1727702,A557S
0.2171206,A557S
0.2183098,A557S
0.2228546,A557S
0.2277323,A557S
0.2204624,A557S
0.2060592,A557S
0.185265,A557S
0.2060272,A557S
0.2159444,A557S
0.2410953,A557S
0.2476027,A557S
0.2351167,A557S
0.2330816,A557S
0.2406654,A557S
0.2357943,A557S
0.2231345,A557S
0.2336217,A557S
0.2391811,A557S
0.2430799,A557S
0.2281358,A557S
0.2367101,A557S
0.2215264,A557S
0.2265309,A557S
0.2226017,A557S
0.1983095,A557S
0.2095628,A557S
0.2415217,A557S
0.209675,A557S
0.1903984,A557S
0.1894193,A557S
0.2034512,A557S
0.1958114,A557S
0.2115364,A557S
0.2444775,A557S
0.2428659,A557S
0.2272796,A557S
0.2319017,A557S
0.2538788,A557S
0.2434849,A557S
0.253939,A557S
0.2721982,A557S
0.2847002,A557S
0.2604237,A557S
0.2445903,A557S
0.2456366,A557S
0.253177,A557S
0.2383749,A557S
0.257889,A557S
0.2416193,A557S
0.2367198,A557S
0.2451829,A557S
0.2358408,A557S
0.2523759,A557S
0.2449999,A557S
0.2405246,A557S
0.2542718,A557S
0.2507477,A557S
0.2400872,A557S
0.2072773,A557S
0.1947939,A557S
0.1941451,A557S
0.1969415,A557S
0.1859894,A557S
0.1854822,A557S
0.217251,A557S
0.2028062,A557S
0.2221794,A557S
0.2283859,A557S
0.2381215,A557S
0.227692,A557S
0.2218952,A557S
0.2084173,A557S
0.2359841,A557S
0.2166197,A557S
0.2206258,A557S
0.214769,A557S
0.2176516,A557S
0.2010375,A557S
0.2127362,A557S
0.2064732,A557S
0.206581,A557S
0.2193399,A557S
0.2090025,A557S
0.2190378,A557S
0.2295033,A557S
0.2057813,A557S
0.2121125,A557S
0.22383,A557S
0.2334914,A557S
0.2404935,A557S
0.2716564,A557S
0.2613691,A557S
0.2717549,A557S
0.2535728,A557S
0.2416141,A557S
0.2271174,A557S
0.2362405,A557S
0.2339635,A557S
0.2248711,A557S
0.2463124,A557S
0.2312352,A557S
0.2613802,A557S
0.262646,A557S
0.2581552,A557S
0.2498578,A557S
0.2750294,A557S
0.2785779,A557S
0.2821796,A557S
0.2521964,A557S
0.2573317,A557S
0.2735779,A557S
0.2490029,A557S
0.2376309,A557S
0.2239452,A557S
0.2461402,A557S
0.241304,A557S
0.2276161,A557S
0.2230668,A557S
0.2103407,A557S
0.2117174,A557S
0.2171011,A557S
0.2185706,A557S
0.2034512,A557S
0.1869809,A557S
0.1700165,A557S
0.1852648,A557S
0.1844772,A557S
0.1937736,A557S
0.2077635,A557S
0.1942207,A557S
0.1727662,A557S
0.1796099,A557S
0.1805412,A557S
0.1788227,A557S
0.1879455,A557S
0.1907371,A557S
0.1701271,A557S
0.181448,A557S
0.2008797,A557S
0.1913216,A557S
0.2023158,A557S
0.2288325,A557S
0.2641339,A557S
0.2433637,A557S
0.2279468,A557S
0.246195,A557S
0.2378591,A557S
0.2394839,A557S
0.2419842,A557S
0.2296426,A557S
0.2298668,A557S
0.2174101,A557S
0.2239162,A557S
0.2295599,A557S
0.2356232,A557S
0.2465638,A557S
0.2391649,A557S
0.2336409,A557S
0.2062381,A557S
0.2131731,A557S
0.2106352,A557S
0.203633,A557S
0.2167453,A557S
0.232572,A557S
0.2225876,A557S
0.2161668,A557S
0.1994321,A557S
0.2132026,A557S
0.2061944,A557S
0.1951769,A557S
0.2293608,A557S
0.2313043,A557S
0.2113594,A557S
0.217904,A557S
0.2150698,A557S
0.2088738,A557S
0.2185714,A557S
0.2335266,A557S
0.2248809,A557S
0.2714989,A557S
0.248031,A557S
0.2574591,A557S
0.2655754,A557S
0.2554651,A557S
0.2394681,A557S
0.2621847,A557S
0.249638,A557S
0.2681492,A557S
0.263205,A557S
0.2596794,A557S
0.2442754,A557S
0.2323949,A557S
0.2679707,A557S
0.2407216,A557S
0.2444613,A557S
0.2550191,A557S
0.2565505,A557S
0.2436172,A557S
0.2545697,A557S
0.2405286,A557S
0.2346363,A557S
0.2576238,A557S
0.2532899,A557S
0.2427547,A557S
0.2413535,A557S
0.2397042,A557S
0.2186196,A557S
0.2065225,A557S
0.217755,A557S
0.2130966,A557S
0.2114626,A557S
0.2070986,A557S
0.2120155,A557S
0.2287415,A557S
0.2850174,A557S
0.2504882,A557S
0.2529534,A557S
0.2636371,A557S
0.227968,A557S
0.2219369,A557S
0.2208713,A557S
0.2211917,A557S
0.2185914,A557S
0.2178089,A557S
0.2209074,A557S
0.2162065,A557S
0.2583442,A557S
0.2800924,A557S
0.2509942,A557S
0.2406092,A557S
0.2143706,A557S
0.2215492,A557S
0.2537575,A557S
0.265823,A557S
0.2532996,A557S
0.2381721,A557S
0.2301659,A557S
0.226897,A557S
0.2082761,A557S
0.2039644,A557S
0.223331,A557S
0.2200575,A557S
0.2294913,A557S
0.2576866,A557S
0.2581473,A557S
0.2611725,A557S
0.2575704,A557S
0.2536713,A557S
0.2375972,A557S
0.2482999,A557S
0.2475533,A557S
0.2592306,A557S
0.2390565,A557S
0.2385692,A557S
0.2536576,A557S
0.2524508,A557S
0.2355831,A557S
0.2275357,A557S
0.2026029,A557S
0.2235711,A557S
0.2328399,A557S
0.2385024,A557S
0.2187174,A557S
0.2134049,A557S
0.2313603,A557S
0.2407683,A557S
0.2454978,A557S
0.263223,A557S
0.2683315,A557S
0.259594,A557S
0.2393179,A557S
0.2409894,A557S
0.2291264,A557S
0.2182187,A557S
0.2317848,A557S
0.2407826,A557S
0.2528513,A557S
0.249576,A557S
0.2204413,A557S
0.2344662,A557S
0.2221278,A557S
0.2213614,A557S
