rmsd (nm),Systems
0.2075649,C580Y
0.1922292,C580Y
0.1973423,C580Y
0.2049933,C580Y
0.2168749,C580Y
0.209123,C580Y
0.1947983,C580Y
0.1945901,C580Y
0.1916198,C580Y
0.1961809,C580Y
0.1869341,C580Y
0.1927237,C580Y
0.1768722,C580Y
0.1648674,C580Y
0.1724131,C580Y
0.1729222,C580Y
0.1751251,C580Y
0.1829494,C580Y
0.1829213,C580Y
0.2058649,C580Y
0.1924965,C580Y
0.1899087,C580Y
0.200253,C580Y
0.1765939,C580Y
0.1748044,C580Y
0.1709767,C580Y
0.1815024,C580Y
0.1831226,C580Y
0.1769802,C580Y
0.1833747,C580Y
0.1774962,C580Y
0.1919238,C580Y
0.1686292,C580Y
0.1610031,C580Y
0.1653539,C580Y
0.1893512,C580Y
0.1733285,C580Y
0.1712114,C580Y
0.167046,C580Y
0.1718751,C580Y
0.1813349,C580Y
0.1835009,C580Y
0.1868587,C580Y
0.172883,C580Y
0.1628002,C580Y
0.1639523,C580Y
0.1567908,C580Y
0.1921622,C580Y
0.1751037,C580Y
0.1834047,C580Y
0.1983663,C580Y
0.1937816,C580Y
0.1858312,C580Y
0.1919671,C580Y
0.1960022,C580Y
0.1866744,C580Y
0.1981227,C580Y
0.1973588,C580Y
0.1839756,C580Y
0.1897449,C580Y
0.1898388,C580Y
0.1879796,C580Y
0.1890729,C580Y
0.2169007,C580Y
0.1965794,C580Y
0.1942877,C580Y
0.192973,C580Y
0.1817072,C580Y
0.1777617,C580Y
0.1725109,C580Y
0.1750992,C580Y
0.1799255,C580Y
0.1736253,C580Y
0.1694797,C580Y
0.1663407,C580Y
0.1770797,C580Y
0.1892536,C580Y
0.1879887,C580Y
0.1717334,C580Y
0.1910382,C580Y
0.1736814,C580Y
0.1820053,C580Y
0.1675577,C580Y
0.1601452,C580Y
0.1810206,C580Y
0.181882,C580Y
0.1943956,C580Y
0.1752385,C580Y
0.1714291,C580Y
0.1746726,C580Y
0.1766704,C580Y
0.1765346,C580Y
0.1582386,C580Y
0.1635293,C580Y
0.1896255,C580Y
0.1873845,C580Y
0.1664683,C580Y
0.1746212,C580Y
0.1688584,C580Y
0.1838126,C580Y
0.1620988,C580Y
0.1607169,C580Y
0.1861008,C580Y
0.1731645,C580Y
0.1753443,C580Y
0.1823688,C580Y
0.1837805,C580Y
0.2068139,C580Y
0.1905485,C580Y
0.1707099,C580Y
0.1823088,C580Y
0.1736039,C580Y
0.1731713,C580Y
0.1936349,C580Y
0.1967956,C580Y
0.171481,C580Y
0.1783064,C580Y
0.1738789,C580Y
0.1670159,C580Y
0.1677569,C580Y
0.1673142,C580Y
0.1928951,C580Y
0.1805908,C580Y
0.1676276,C580Y
0.1789317,C580Y
0.1626556,C580Y
0.1649668,C580Y
0.1646657,C580Y
0.1603279,C580Y
0.1506431,C580Y
0.1575197,C580Y
0.1641352,C580Y
0.1651191,C580Y
0.1614112,C580Y
0.1538809,C580Y
0.167558,C580Y
0.1731337,C580Y
0.177615,C580Y
0.151771,C580Y
0.1543682,C580Y
0.148303,C580Y
0.1571238,C580Y
0.1594983,C580Y
0.1782244,C580Y
0.1732981,C580Y
0.1777207,C580Y
0.1794536,C580Y
0.1680598,C580Y
0.1711546,C580Y
0.1561408,C580Y
0.1483575,C580Y
0.1483202,C580Y
0.1474942,C580Y
0.1550214,C580Y
0.1558302,C580Y
0.1633004,C580Y
0.1701625,C580Y
0.1884215,C580Y
0.179883,C580Y
0.180562,C580Y
0.1750042,C580Y
0.1683741,C580Y
0.1655112,C580Y
0.1489397,C580Y
0.1531056,C580Y
0.1491201,C580Y
0.1472235,C580Y
0.152396,C580Y
0.1639837,C580Y
0.160471,C580Y
0.1588017,C580Y
0.1499962,C580Y
0.1647583,C580Y
0.1711829,C580Y
0.1735094,C580Y
0.1654391,C580Y
0.1577446,C580Y
0.1477339,C580Y
0.1586104,C580Y
0.1668945,C580Y
0.1617445,C580Y
0.1789571,C580Y
0.1697775,C580Y
0.1917134,C580Y
0.2099864,C580Y
0.1930687,C580Y
0.1977799,C580Y
0.1790473,C580Y
0.1649806,C580Y
0.2054331,C580Y
0.2136395,C580Y
0.2033211,C580Y
0.215506,C580Y
0.1898304,C580Y
0.1966523,C580Y
0.1927166,C580Y
0.1932971,C580Y
0.1868846,C580Y
0.186515,C580Y
0.1779367,C580Y
0.1843742,C580Y
0.1778724,C580Y
0.1796934,C580Y
0.1762644,C580Y
0.1717352,C580Y
0.1616444,C580Y
0.1698648,C580Y
0.1737054,C580Y
0.1765402,C580Y
0.1727212,C580Y
0.1946808,C580Y
0.1853591,C580Y
0.1812281,C580Y
0.1870735,C580Y
0.1950739,C580Y
0.1770306,C580Y
0.2058978,C580Y
0.2100399,C580Y
0.2128545,C580Y
0.206365,C580Y
0.1785851,C580Y
0.2051505,C580Y
0.1760065,C580Y
0.1703364,C580Y
0.1660886,C580Y
0.1814616,C580Y
0.1877685,C580Y
0.1636412,C580Y
0.1802296,C580Y
0.1891351,C580Y
0.1757451,C580Y
0.1777919,C580Y
0.1575758,C580Y
0.1625078,C580Y
0.1559485,C580Y
0.1652849,C580Y
0.1695198,C580Y
0.1635158,C580Y
0.1737421,C580Y
0.1705782,C580Y
0.1806564,C580Y
0.175164,C580Y
0.1813999,C580Y
0.1833052,C580Y
0.1687826,C580Y
0.1565509,C580Y
0.1595089,C580Y
0.158137,C580Y
0.1612714,C580Y
0.1682988,C580Y
0.159915,C580Y
0.1561238,C580Y
0.1699284,C580Y
0.1660994,C580Y
0.1759965,C580Y
0.1611095,C580Y
0.1499561,C580Y
0.1521817,C580Y
0.156505,C580Y
0.1585844,C580Y
0.1592298,C580Y
0.1714613,C580Y
0.1786987,C580Y
0.1619439,C580Y
0.1620788,C580Y
0.1531109,C580Y
0.1489079,C580Y
0.1540922,C580Y
0.156643,C580Y
0.1651034,C580Y
0.1603897,C580Y
0.1770853,C580Y
0.163755,C580Y
0.160899,C580Y
0.1766542,C580Y
0.1768035,C580Y
0.1709045,C580Y
0.1602446,C580Y
0.1577876,C580Y
0.1569156,C580Y
0.1721935,C580Y
0.1780049,C580Y
0.1693504,C580Y
0.1587367,C580Y
0.1779309,C580Y
0.1610342,C580Y
0.1632169,C580Y
0.1604385,C580Y
0.1624618,C580Y
0.1609074,C580Y
0.1664897,C580Y
0.1463978,C580Y
0.1572414,C580Y
0.1627684,C580Y
0.1549483,C580Y
0.1604826,C580Y
0.1559919,C580Y
0.1483431,C580Y
0.1568231,C580Y
0.158466,C580Y
0.1594033,C580Y
0.1601464,C580Y
0.171795,C580Y
0.1731054,C580Y
0.1767974,C580Y
0.1797293,C580Y
0.1668995,C580Y
0.1594176,C580Y
0.1561753,C580Y
0.1594688,C580Y
0.1529908,C580Y
0.1599983,C580Y
0.1655566,C580Y
0.1560528,C580Y
0.149645,C580Y
0.1526349,C580Y
0.1458595,C580Y
0.1524968,C580Y
0.1587316,C580Y
0.1524351,C580Y
0.157712,C580Y
0.1642721,C580Y
0.1668445,C580Y
0.1748598,C580Y
0.1833758,C580Y
0.1727173,C580Y
0.1629896,C580Y
0.1557828,C580Y
0.1653914,C580Y
0.169463,C580Y
0.1509212,C580Y
0.1567944,C580Y
0.1496387,C580Y
0.1603335,C580Y
0.1567141,C580Y
0.1626826,C580Y
0.1603701,C580Y
0.1609573,C580Y
0.1712591,C580Y
0.1688333,C580Y
0.1883836,C580Y
0.1899496,C580Y
0.1984238,C580Y
0.2312933,C580Y
0.1933129,C580Y
0.1915909,C580Y
0.1728344,C580Y
0.1844696,C580Y
0.1804799,C580Y
0.1923897,C580Y
0.1975866,C580Y
0.2079675,C580Y
0.1941874,C580Y
0.1974109,C580Y
0.1681997,C580Y
0.1669835,C580Y
0.1694252,C580Y
0.1825334,C580Y
0.1857208,C580Y
0.1845985,C580Y
0.1769505,C580Y
0.1784289,C580Y
0.1829494,C580Y
0.1748595,C580Y
0.1680085,C580Y
0.1544256,C580Y
0.1569268,C580Y
0.1622744,C580Y
0.1757784,C580Y
0.174172,C580Y
0.1658867,C580Y
0.1550932,C580Y
0.155823,C580Y
0.1638597,C580Y
0.1559114,C580Y
0.1584733,C580Y
0.152521,C580Y
0.1552345,C580Y
0.1638525,C580Y
0.1744774,C580Y
0.1827547,C580Y
0.1838147,C580Y
0.1663884,C580Y
0.1627075,C580Y
0.1517301,C580Y
0.1664973,C580Y
0.1794331,C580Y
0.1815804,C580Y
0.1717554,C580Y
0.1772747,C580Y
0.1886128,C580Y
0.2125259,C580Y
0.2010775,C580Y
0.2218868,C580Y
0.2009069,C580Y
0.2123829,C580Y
0.2158129,C580Y
0.2063286,C580Y
0.2191489,C580Y
0.2206849,C580Y
0.213895,C580Y
0.1850964,C580Y
0.1974524,C580Y
0.2012214,C580Y
0.197857,C580Y
0.2197981,C580Y
0.213518,C580Y
0.2008409,C580Y
0.2169074,C580Y
0.2247698,C580Y
0.2381497,C580Y
0.2163758,C580Y
0.2201208,C580Y
0.2218945,C580Y
0.2096049,C580Y
0.1985884,C580Y
0.2191285,C580Y
0.2092867,C580Y
0.211727,C580Y
0.2033651,C580Y
0.2476148,C580Y
0.2404479,C580Y
0.2352174,C580Y
0.2208681,C580Y
0.2142868,C580Y
0.2132516,C580Y
0.1776198,C580Y
0.1710894,C580Y
0.1852345,C580Y
0.188022,C580Y
0.2081511,C580Y
0.2065375,C580Y
0.2112565,C580Y
0.1886419,C580Y
0.1798197,C580Y
0.2041765,C580Y
0.2314214,C580Y
0.1890088,C580Y
0.1848922,C580Y
0.1724477,C580Y
0.1801482,C580Y
0.1599987,C580Y
0.1728138,C580Y
0.1551307,C580Y
0.1799221,C580Y
0.1860718,C580Y
0.1699992,C580Y
0.1819207,C580Y
0.1927048,C580Y
0.1982051,C580Y
0.197471,C580Y
0.1944319,C580Y
0.2013484,C580Y
0.192568,C580Y
0.1979527,C580Y
0.2136144,C580Y
0.1935562,C580Y
0.1935959,C580Y
0.1775209,C580Y
0.1762602,C580Y
0.2118851,C580Y
0.2010347,C580Y
0.2027008,C580Y
0.199841,C580Y
0.1801316,C580Y
0.1854171,C580Y
0.1864972,C580Y
0.1919606,C580Y
0.1793795,C580Y
0.1774813,C580Y
0.1687359,C580Y
0.1665432,C580Y
0.1638661,C580Y
0.1715388,C580Y
0.1857883,C580Y
0.1771976,C580Y
0.1732627,C580Y
0.1649788,C580Y
0.1789509,C580Y
0.1781687,C580Y
0.1806909,C580Y
0.1746179,C580Y
0.169354,C580Y
0.1621961,C580Y
0.1695516,C580Y
0.1593849,C580Y
0.1579709,C580Y
0.1606007,C580Y
0.1573689,C580Y
0.1680758,C580Y
0.173241,C580Y
0.174505,C580Y
0.1681084,C580Y
0.1615868,C580Y
0.1610602,C580Y
0.1540483,C580Y
0.148371,C580Y
0.1488633,C580Y
0.1613022,C580Y
0.1685442,C580Y
0.1606517,C580Y
0.1554349,C580Y
0.161384,C580Y
0.1567599,C580Y
0.1689523,C580Y
0.1874812,C580Y
0.1922751,C580Y
0.1854473,C580Y
0.1901956,C580Y
0.189869,C580Y
0.1941189,C580Y
0.1997578,C580Y
0.206736,C580Y
0.1900534,C580Y
0.1686769,C580Y
0.1863508,C580Y
0.1853052,C580Y
0.1736851,C580Y
0.1681882,C580Y
0.1654605,C580Y
0.1769471,C580Y
0.1868241,C580Y
0.1857145,C580Y
0.1958242,C580Y
0.2011543,C580Y
0.2199432,C580Y
0.2150255,C580Y
0.1963224,C580Y
0.2027882,C580Y
0.1887225,C580Y
0.1879426,C580Y
0.1754503,C580Y
0.200194,C580Y
0.190927,C580Y
0.2121783,C580Y
0.1967659,C580Y
0.216174,C580Y
0.2100536,C580Y
0.1973633,C580Y
0.189207,C580Y
0.1989407,C580Y
0.2031633,C580Y
0.1923038,C580Y
0.2032452,C580Y
0.2062961,C580Y
0.1767982,C580Y
0.1757249,C580Y
0.182875,C580Y
0.1769896,C580Y
0.1759616,C580Y
0.1876561,C580Y
0.197031,C580Y
0.2059107,C580Y
0.2000473,C580Y
0.1883552,C580Y
0.2017022,C580Y
0.1753756,C580Y
0.2096304,C580Y
0.217553,C580Y
0.2193241,C580Y
0.2337939,C580Y
0.2173896,C580Y
0.2182943,C580Y
0.2042751,C580Y
0.185412,C580Y
0.1929224,C580Y
0.2114784,C580Y
0.2426963,C580Y
0.2078367,C580Y
0.197991,C580Y
0.1965339,C580Y
0.1879413,C580Y
0.1800581,C580Y
0.1674684,C580Y
0.1695364,C580Y
0.1739446,C580Y
0.1825435,C580Y
0.191483,C580Y
0.2138236,C580Y
0.2048994,C580Y
0.2275329,C580Y
0.2229004,C580Y
0.2344408,C580Y
0.2168064,C580Y
0.2333341,C580Y
0.2212672,C580Y
0.199818,C580Y
0.2177166,C580Y
0.2610103,C580Y
0.2503591,C580Y
0.2119032,C580Y
0.2161281,C580Y
0.2250598,C580Y
0.2151029,C580Y
0.2358517,C580Y
0.2156363,C580Y
0.2053179,C580Y
0.2050265,C580Y
0.1934035,C580Y
0.2046774,C580Y
0.197625,C580Y
0.1959769,C580Y
0.1733498,C580Y
0.1779665,C580Y
0.1658823,C580Y
0.1725161,C580Y
0.160368,C580Y
0.1582931,C580Y
0.177822,C580Y
0.1756143,C580Y
0.1669953,C580Y
0.1696177,C580Y
0.1722963,C580Y
0.1814912,C580Y
0.1821296,C580Y
0.1646085,C580Y
0.1805069,C580Y
0.1813361,C580Y
0.1936739,C580Y
0.1953458,C580Y
0.1865584,C580Y
0.1786148,C580Y
0.1890896,C580Y
0.1997588,C580Y
0.1959238,C580Y
0.1955677,C580Y
0.1869511,C580Y
0.1772433,C580Y
0.177769,C580Y
0.1855125,C580Y
0.1948506,C580Y
0.1996353,C580Y
0.1720573,C580Y
0.1575636,C580Y
0.1750441,C580Y
0.1864778,C580Y
0.176836,C580Y
0.1746604,C580Y
0.1671458,C580Y
0.1546303,C580Y
0.1636088,C580Y
0.1644288,C580Y
0.162045,C580Y
0.1662518,C580Y
0.1870432,C580Y
0.1872973,C580Y
0.178819,C580Y
0.1824461,C580Y
0.1711365,C580Y
0.1661494,C580Y
0.1774284,C580Y
0.1694962,C580Y
0.1608068,C580Y
0.1550084,C580Y
0.1891118,C580Y
0.1937284,C580Y
0.1798463,C580Y
0.1745251,C580Y
0.1715351,C580Y
0.1765382,C580Y
0.1816611,C580Y
0.1870791,C580Y
0.1893142,C580Y
0.1783066,C580Y
0.19274,C580Y
0.1936093,C580Y
0.1920564,C580Y
0.207133,C580Y
0.2019836,C580Y
0.1993197,C580Y
0.2048972,C580Y
0.2034674,C580Y
0.1643929,C580Y
0.1663717,C580Y
0.1584699,C580Y
0.1626591,C580Y
0.1537594,C580Y
0.170649,C580Y
0.169507,C580Y
0.1560343,C580Y
0.172369,C580Y
0.1875302,C580Y
0.1748376,C580Y
0.1976648,C580Y
0.2129952,C580Y
0.1906895,C580Y
0.1926931,C580Y
0.2081159,C580Y
0.2056595,C580Y
0.179683,C580Y
0.1598465,C580Y
0.1697199,C580Y
0.1854749,C580Y
0.1783157,C580Y
0.1764918,C580Y
0.1732704,C580Y
0.1784239,C580Y
0.183061,C580Y
0.1864577,C580Y
0.1882545,C580Y
0.1773747,C580Y
0.1710829,C580Y
0.1678107,C580Y
0.1716357,C580Y
0.1795092,C580Y
0.1772702,C580Y
0.17859,C580Y
0.1678875,C580Y
0.1677803,C580Y
0.1761195,C580Y
0.1915019,C580Y
0.1772235,C580Y
0.1875679,C580Y
0.2003957,C580Y
0.1771859,C580Y
0.1685685,C580Y
0.1853356,C580Y
0.198267,C580Y
0.1972245,C580Y
0.1910723,C580Y
0.1796353,C580Y
0.2014786,C580Y
0.2038432,C580Y
0.1887108,C580Y
0.1978958,C580Y
0.2287745,C580Y
0.241036,C580Y
0.2278447,C580Y
0.2138598,C580Y
0.2165284,C580Y
0.2164737,C580Y
0.1985686,C580Y
0.2017734,C580Y
0.194306,C580Y
0.1877685,C580Y
0.1879418,C580Y
0.1742184,C580Y
0.2053092,C580Y
0.2333689,C580Y
0.2364647,C580Y
0.2560437,C580Y
0.2457085,C580Y
0.2373548,C580Y
0.2270083,C580Y
0.2454645,C580Y
0.2124298,C580Y
0.1876129,C580Y
0.1796799,C580Y
0.1755402,C580Y
0.1972602,C580Y
0.2017049,C580Y
0.1861407,C580Y
0.182401,C580Y
0.1755585,C580Y
0.1908572,C580Y
0.1900345,C580Y
0.1733817,C580Y
0.2012174,C580Y
0.1769252,C580Y
0.2003552,C580Y
0.1933756,C580Y
0.1855603,C580Y
0.1934096,C580Y
0.1994982,C580Y
0.203,C580Y
0.1826356,C580Y
0.187754,C580Y
0.2161458,C580Y
0.1968563,C580Y
0.198191,C580Y
0.1795909,C580Y
0.2062873,C580Y
0.1922747,C580Y
0.1942584,C580Y
0.1811406,C580Y
0.1718538,C580Y
0.1814982,C580Y
0.185226,C580Y
0.1675521,C580Y
0.1771928,C580Y
0.1848724,C580Y
0.1803603,C580Y
0.1897744,C580Y
0.2009204,C580Y
0.2105081,C580Y
0.2046992,C580Y
0.2073923,C580Y
0.1947156,C580Y
0.1941931,C580Y
0.1905209,C580Y
0.1684106,C580Y
0.1721787,C580Y
0.1889844,C580Y
0.1859282,C580Y
0.1747611,C580Y
0.1652286,C580Y
0.1743778,C580Y
0.2079934,C580Y
0.1828074,C580Y
0.1587827,C580Y
0.1583397,C580Y
0.1811465,C580Y
0.2044157,C580Y
0.1905525,C580Y
0.2029512,C580Y
0.2067723,C580Y
0.2152554,C580Y
0.2099541,C580Y
0.2492774,C580Y
0.2383919,C580Y
0.2395491,C580Y
0.2151129,C580Y
0.2331475,C580Y
0.2272869,C580Y
0.2208397,C580Y
0.2214955,C580Y
0.1926274,C580Y
0.2067912,C580Y
0.1870166,C580Y
0.181362,C580Y
0.1829077,C580Y
0.1875821,C580Y
0.1667068,C580Y
0.1854859,C580Y
0.2198346,C580Y
0.2185813,C580Y
0.2174238,C580Y
0.2234323,C580Y
0.1901058,C580Y
0.1679121,C580Y
0.1885494,C580Y
0.1910864,C580Y
0.185175,C580Y
0.1806061,C580Y
0.1801499,C580Y
0.1906786,C580Y
0.1978431,C580Y
0.2094897,C580Y
0.184445,C580Y
0.1632392,C580Y
0.1558184,C580Y
0.1790512,C580Y
0.1734201,C580Y
0.1764367,C580Y
0.1777302,C580Y
0.1753926,C580Y
0.1745035,C580Y
0.1684488,C580Y
0.1623825,C580Y
0.1778558,C580Y
0.1890864,C580Y
0.1722516,C580Y
0.186829,C580Y
0.1662427,C580Y
0.1589083,C580Y
0.1496238,C580Y
0.1628074,C580Y
0.1671717,C580Y
0.1611637,C580Y
0.1642059,C580Y
0.1675231,C580Y
0.1563232,C580Y
0.1727704,C580Y
0.1652248,C580Y
0.1761906,C580Y
0.1615191,C580Y
0.1599344,C580Y
0.1575619,C580Y
0.1567835,C580Y
0.1671908,C580Y
0.1656757,C580Y
0.1793684,C580Y
0.1686549,C580Y
0.1519598,C580Y
0.1607381,C580Y
0.1635227,C580Y
0.1510752,C580Y
0.16608,C580Y
0.159563,C580Y
0.1494091,C580Y
0.1547883,C580Y
0.1475461,C580Y
0.1469084,C580Y
0.1500707,C580Y
0.1501531,C580Y
0.1626348,C580Y
0.154535,C580Y
0.146728,C580Y
0.16545,C580Y
0.1735968,C580Y
0.1876944,C580Y
0.1910671,C580Y
0.1837789,C580Y
0.1982317,C580Y
0.2061222,C580Y
0.1941635,C580Y
0.1885306,C580Y
0.1875348,C580Y
0.1709195,C580Y
0.1753065,C580Y
0.1495355,C580Y
0.1578389,C580Y
0.1519272,C580Y
0.1409475,C580Y
0.1550738,C580Y
0.1567873,C580Y
0.1489246,C580Y
0.1505218,C580Y
0.1527612,C580Y
0.1535382,C580Y
0.1669658,C580Y
0.1662048,C580Y
0.1489062,C580Y
0.1600188,C580Y
0.1621986,C580Y
0.2031684,C580Y
0.2013138,C580Y
0.2037383,C580Y
0.1816477,C580Y
0.212281,C580Y
0.2040765,C580Y
0.2132013,C580Y
0.2075212,C580Y
0.2076428,C580Y
0.2033572,C580Y
0.1896741,C580Y
0.1729198,C580Y
0.1958741,C580Y
0.1775112,C580Y
0.1837205,C580Y
0.1853758,C580Y
0.2090802,C580Y
0.218493,C580Y
0.2483618,C580Y
0.2274904,C580Y
0.2029557,C580Y
0.1891244,C580Y
0.2028075,C580Y
0.2144933,C580Y
0.2224943,C580Y
0.225151,C580Y
0.218333,C580Y
0.1689412,C580Y
0.1584194,C580Y
0.167602,C580Y
0.1677687,C580Y
0.1802751,C580Y
0.1937873,C580Y
0.1924846,C580Y
0.1981952,C580Y
0.2074474,C580Y
0.2028604,C580Y
0.2049676,C580Y
0.1886951,C580Y
0.1964238,C580Y
0.1986258,C580Y
0.2160282,C580Y
0.192199,C580Y
0.1948446,C580Y
0.1867178,C580Y
0.2013279,C580Y
0.1968959,C580Y
0.192672,C580Y
0.1996727,C580Y
0.2080535,C580Y
0.2276664,C580Y
0.2081157,C580Y
0.2046566,C580Y
0.2314591,C580Y
0.2225387,C580Y
0.2176312,C580Y
0.2047523,C580Y
0.193282,C580Y
0.2158892,C580Y
0.221219,C580Y
0.2107017,C580Y
0.1836781,C580Y
0.1902307,C580Y
0.2266795,C580Y
0.2427846,C580Y
0.2286788,C580Y
0.2290128,C580Y
0.2162369,C580Y
0.202718,C580Y
0.2197577,C580Y
0.2409813,C580Y
0.2351828,C580Y
0.253401,C580Y
0.2484248,C580Y
0.2313911,C580Y
0.2560923,C580Y
0.2262834,C580Y
0.20253,C580Y
0.1829015,C580Y
0.1876998,C580Y
0.1884387,C580Y
0.1834169,C580Y
0.1950683,C580Y
0.1833351,C580Y
0.1827878,C580Y
0.1874406,C580Y
0.1913215,C580Y
0.1795245,C580Y
0.1826195,C580Y
0.2020935,C580Y
0.2035805,C580Y
0.1918373,C580Y
0.1913095,C580Y
0.1918619,C580Y
0.1938086,C580Y
0.1801049,C580Y
0.1879971,C580Y
0.2290057,C580Y
0.2348837,C580Y
0.2357024,C580Y
0.1827097,C580Y
0.1864569,C580Y
0.1981089,C580Y
0.2060332,C580Y
0.1975731,C580Y
0.2202608,C580Y
0.2387104,C580Y
0.2460713,C580Y
0.2409398,C580Y
0.2305582,C580Y
0.2199788,C580Y
0.2014017,C580Y
0.1999896,C580Y
0.1961465,C580Y
0.2302908,C580Y
0.2181508,C580Y
0.2317709,C580Y
0.2166317,C580Y
0.2104905,C580Y
0.1672627,C580Y
0.1932869,C580Y
0.2186122,C580Y
0.2184716,C580Y
0.1913377,C580Y
0.1900956,C580Y
0.1643603,C580Y
0.1501107,C580Y
0.1557402,C580Y
0.1532261,C580Y
0.1579937,C580Y
0.1564262,C580Y
0.1617803,C580Y
0.1677011,C580Y
0.1964547,C580Y
0.196787,C580Y
0.1967995,C580Y
0.1865997,C580Y
0.1815161,C580Y
0.1886,C580Y
0.1939234,C580Y
0.1952823,C580Y
0.1989863,C580Y
0.1950683,C580Y
0.1792305,C580Y
0.1935901,C580Y
0.2190865,C580Y
0.2294057,C580Y
0.2236642,C580Y
0.2380267,C580Y
0.2281178,C580Y
0.2142251,C580Y
0.2329507,C580Y
0.2320218,C580Y
0.2081989,C580Y
0.2160811,C580Y
0.2131775,C580Y
0.1932711,C580Y
0.1986816,C580Y
0.2109856,C580Y
0.2045536,C580Y
0.2023989,C580Y
0.2094809,C580Y
0.2202471,C580Y
0.1986865,C580Y
0.1791756,C580Y
0.1678907,C580Y
0.1884115,C580Y
0.1779528,C580Y
0.1599018,C580Y
0.1572681,C580Y
0.1539569,C580Y
0.1852906,C580Y
0.1638594,C580Y
0.1682409,C580Y
0.153408,C580Y
0.1535744,C580Y
0.155526,C580Y
0.1621686,C580Y
0.167417,C580Y
0.1708276,C580Y
0.1971187,C580Y
0.1813658,C580Y
0.1729875,C580Y
0.1678069,C580Y
0.1583055,C580Y
0.1530609,C580Y
0.1440822,C580Y
0.1646278,C580Y
0.1677532,C580Y
0.1565145,C580Y
0.1899636,C580Y
0.1675646,C580Y
0.1619395,C580Y
0.1651293,C580Y
0.1626615,C580Y
0.1841917,C580Y
0.174043,C580Y
0.1666772,C580Y
0.1658852,C580Y
0.1685767,C580Y
0.1842875,C580Y
0.1896942,C580Y
0.194226,C580Y
0.2234086,C580Y
0.1962923,C580Y
0.1809924,C580Y
0.1809449,C580Y
0.1675112,C580Y
0.1840877,C580Y
0.1755516,C580Y
0.1878223,C580Y
0.1631885,C580Y
0.1636495,C580Y
0.1854587,C580Y
0.2036934,C580Y
0.2001832,C580Y
0.1940418,C580Y
0.1818278,C580Y
0.1895931,C580Y
0.1946451,C580Y
0.179023,C580Y
0.1827803,C580Y
0.1955435,C580Y
0.2009793,C580Y
0.1764108,C580Y
0.1834846,C580Y
0.1985517,C580Y
0.2247535,C580Y
0.2234267,C580Y
0.2518615,C580Y
0.2410581,C580Y
0.2339602,C580Y
0.1986211,C580Y
0.1525871,C580Y
0.1655881,C580Y
0.1491303,C580Y
0.1637256,C580Y
0.1529603,C580Y
0.1649257,C580Y
0.1775245,C580Y
0.1716288,C580Y
0.1809128,C580Y
0.1764634,C580Y
0.1570548,C580Y
0.1496482,C580Y
0.1567453,C580Y
0.1558671,C580Y
0.1467425,C580Y
0.1575161,C580Y
0.1478548,C580Y
0.1543536,C580Y
0.1555356,C580Y
0.1533044,C580Y
0.1673975,C580Y
0.1728518,C580Y
0.1655363,C580Y
0.1509199,C580Y
0.1621333,C580Y
0.1582016,C580Y
0.180382,C580Y
0.1826652,C580Y
0.1925185,C580Y
0.168194,C580Y
0.1628415,C580Y
0.1587282,C580Y
0.1489132,C580Y
0.1578736,C580Y
0.1639075,C580Y
0.1523329,C580Y
0.158772,C580Y
0.1687588,C580Y
0.1764764,C580Y
0.1842118,C580Y
0.1790938,C580Y
0.1895348,C580Y
0.190774,C580Y
0.1691359,C580Y
0.1683969,C580Y
0.1568286,C580Y
0.1603004,C580Y
0.1505073,C580Y
0.1514532,C580Y
0.1486639,C580Y
0.15049,C580Y
0.1477726,C580Y
0.1484479,C580Y
0.1573576,C580Y
0.1541934,C580Y
0.1610535,C580Y
0.188035,C580Y
0.1783143,C580Y
0.1802807,C580Y
0.1701186,C580Y
0.1603109,C580Y
0.1557323,C580Y
0.1511621,C580Y
0.1537513,C580Y
0.1578345,C580Y
0.1532468,C580Y
0.1673957,C580Y
0.1583453,C580Y
0.1673452,C580Y
0.1846869,C580Y
0.203886,C580Y
0.2089516,C580Y
0.2077181,C580Y
0.186488,C580Y
0.1945262,C580Y
0.1738255,C580Y
0.1637378,C580Y
0.183836,C580Y
0.1921123,C580Y
0.1746453,C580Y
0.1833398,C580Y
0.1822798,C580Y
0.2066164,C580Y
0.1932989,C580Y
0.1595939,C580Y
0.1775618,C580Y
0.1777035,C580Y
0.1754126,C580Y
0.1740317,C580Y
0.1957139,C580Y
0.2008671,C580Y
0.1844916,C580Y
0.1872216,C580Y
0.1718854,C580Y
0.1900077,C580Y
0.1852967,C580Y
0.1959845,C580Y
0.1969794,C580Y
0.1741442,C580Y
0.165704,C580Y
0.1955043,C580Y
0.193497,C580Y
0.1812744,C580Y
0.1699223,C580Y
0.1759908,C580Y
0.1419773,C580Y
0.1518424,C580Y
0.1521717,C580Y
0.1412206,C580Y
0.1435914,C580Y
0.1377703,C580Y
0.1500477,C580Y
0.1392644,C580Y
0.1446607,C580Y
0.1514973,C580Y
0.1420377,C580Y
0.1401851,C580Y
0.1493279,C580Y
0.1468072,C580Y
0.1423284,C580Y
0.142503,C580Y
0.1455226,C580Y
0.1533341,C580Y
0.1458998,C580Y
0.1580595,C580Y
0.1611192,C580Y
0.1569969,C580Y
0.1487162,C580Y
0.146034,C580Y
0.1502919,C580Y
0.1587247,C580Y
0.1528118,C580Y
0.1710436,C580Y
0.1838823,C580Y
0.1953902,C580Y
